ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
10154,F,Flight,6,3,254,5,medium,F,7,1615
7518,F,Road,3,1,179,2,low,M,3,5159
2504,F,Ship,5,4,156,2,low,F,57,1842
2858,F,Road,2,1,178,3,low,M,6,1184
4325,C,Ship,4,1,277,5,medium,M,3,1527
4465,D,Ship,4,5,258,2,medium,M,6,5062
2366,F,Ship,3,3,178,2,medium,M,4,1778
7141,D,Flight,5,5,223,5,medium,F,5,1678
7410,F,Flight,5,4,266,5,medium,M,8,1592
8487,A,Road,4,4,206,3,low,M,2,5572
9556,B,Ship,3,3,229,3,medium,F,8,4549
7510,B,Road,5,4,239,5,low,F,10,1042
2505,A,Ship,2,2,190,8,medium,M,33,3448
5053,D,Road,4,1,133,2,medium,M,1,5274
4230,F,Road,5,4,172,4,medium,F,10,4659
8723,C,Ship,3,4,177,3,medium,F,1,4965
5991,A,Ship,3,2,153,3,medium,M,6,4056
6044,F,Flight,6,2,250,4,medium,F,3,1777
10029,A,Ship,3,5,271,3,low,M,2,5229
7967,C,Ship,4,4,261,2,medium,M,8,5006
7343,C,Ship,4,4,238,3,low,F,7,4709
2835,A,Ship,4,5,149,6,medium,M,40,1974
5191,D,Road,4,4,231,2,low,F,4,5825
4423,D,Ship,3,4,207,2,medium,M,10,4706
608,F,Ship,3,1,167,2,high,F,34,1967
10373,C,Ship,3,3,257,2,medium,M,5,4681
3676,B,Road,4,5,148,3,low,M,5,4913
1407,A,Ship,4,1,153,4,low,M,7,1130
7499,C,Ship,5,5,249,5,medium,M,5,1662
2460,F,Road,5,5,165,3,medium,F,32,1798
2609,C,Flight,5,1,265,3,medium,M,6,2452
333,A,Ship,3,5,215,3,medium,F,22,2585
6260,F,Ship,6,3,306,4,low,M,10,1372
3708,F,Flight,5,4,142,2,high,M,7,5341
1128,F,Ship,4,4,136,3,high,F,35,1234
9954,F,Ship,4,4,243,5,medium,M,2,1842
4592,F,Ship,2,1,235,3,medium,F,6,4411
9678,F,Ship,5,1,275,5,low,F,3,1062
7746,F,Ship,6,4,264,4,low,M,1,1711
9099,A,Ship,6,5,298,4,medium,F,5,1804
1483,D,Road,5,2,264,5,low,F,27,3118
5668,B,Ship,4,5,229,2,medium,F,1,4869
6948,F,Ship,4,1,196,4,low,F,3,5496
2529,A,Ship,2,3,139,8,medium,M,21,1033
5346,F,Flight,3,3,175,3,low,M,2,5740
8502,F,Flight,6,1,247,6,medium,F,6,4691
2686,B,Ship,4,3,271,4,low,F,24,3499
629,C,Ship,6,1,104,4,medium,F,23,1442
180,F,Ship,5,5,255,4,medium,M,3,3440
9648,F,Ship,4,1,272,2,low,M,2,5022
7126,B,Flight,4,2,266,4,low,F,7,4639
4357,D,Ship,4,3,144,3,low,M,1,5881
7067,C,Ship,3,1,210,3,medium,M,4,5683
10839,A,Flight,4,2,145,3,medium,M,1,5400
6313,D,Flight,6,2,161,4,low,M,10,1683
6124,B,Ship,3,5,144,2,medium,M,2,4629
1519,D,Flight,3,5,157,4,medium,M,26,1969
10168,B,Ship,5,1,130,4,high,F,9,4946
10210,B,Ship,3,1,158,5,low,M,4,1171
6497,C,Ship,6,2,261,4,medium,M,8,1891
4275,A,Ship,3,2,204,2,high,M,7,5961
10242,F,Ship,4,3,257,3,low,M,8,5944
2155,D,Ship,3,3,211,4,high,F,22,2942
1845,A,Ship,3,4,198,2,medium,F,20,2266
9645,A,Ship,4,1,256,3,low,M,6,5818
1081,D,Road,3,1,224,3,low,F,45,3624
8753,C,Road,5,1,258,3,high,M,3,4908
2399,C,Ship,6,3,195,2,medium,M,21,3869
9078,F,Ship,3,2,247,2,high,M,1,4242
1186,B,Ship,2,3,176,5,low,M,29,1254
8931,A,Ship,6,3,273,5,low,M,8,1746
6661,D,Ship,4,1,261,3,low,F,10,5943
7597,D,Ship,3,5,224,2,low,F,10,4380
7592,F,Ship,5,2,169,3,medium,M,3,5692
7282,B,Ship,2,5,140,4,high,F,2,4636
1685,C,Ship,4,2,247,3,medium,F,64,2198
2940,F,Ship,3,1,139,2,low,M,47,1241
2046,F,Road,3,3,273,4,low,M,12,2151
4579,D,Ship,4,4,218,2,low,M,4,4104
4448,F,Ship,6,1,237,5,high,M,2,5364
864,F,Ship,2,3,188,3,medium,F,51,3191
369,A,Ship,3,5,103,3,low,M,3,1403
5030,F,Ship,6,5,294,4,medium,F,2,1273
6263,C,Ship,5,2,227,5,low,F,3,1242
954,F,Road,3,1,160,10,medium,F,29,1952
10685,C,Flight,3,5,169,3,low,F,4,5659
2072,F,Flight,3,1,153,2,medium,F,51,1841
7624,B,Ship,5,5,183,3,medium,F,3,4071
4719,A,Ship,3,4,225,4,low,F,8,5209
10194,F,Ship,6,4,280,4,low,M,4,1831
733,D,Ship,6,3,281,3,medium,M,11,2135
10977,A,Flight,3,2,278,4,medium,M,9,1631
6769,D,Ship,4,1,100,6,medium,M,6,5841
10273,D,Flight,4,4,160,3,medium,M,5,4440
9393,A,Ship,4,5,157,2,medium,F,1,5054
10690,B,Flight,4,1,260,3,medium,M,6,4816
5154,F,Ship,3,4,162,2,medium,F,8,4972
4826,F,Ship,3,4,269,3,medium,M,9,5133
7262,F,Flight,4,3,148,5,medium,M,2,4065
5842,B,Ship,6,3,259,4,low,F,3,4117
2492,F,Ship,3,5,156,2,low,F,43,1301
7742,F,Ship,5,2,270,4,medium,M,8,1631
5961,A,Ship,6,1,250,4,low,M,10,1623
4236,F,Road,4,5,246,3,low,M,10,4616
2147,C,Ship,3,3,133,6,low,F,10,1686
6257,C,Ship,6,4,255,4,low,M,7,1869
5460,F,Road,4,4,146,3,low,F,10,5805
3891,A,Ship,3,1,204,3,medium,M,4,5900
8362,B,Flight,4,1,234,6,low,M,7,1711
3973,D,Flight,4,1,180,3,high,F,5,4346
3232,B,Ship,2,3,140,3,low,F,2,4691
844,B,Ship,5,4,182,5,medium,F,23,3398
2465,C,Flight,5,3,167,2,low,M,3,1140
9081,A,Ship,5,2,210,7,medium,F,4,4525
7852,B,Ship,4,4,146,3,low,M,3,5225
6355,D,Ship,5,4,140,4,low,M,3,4018
1645,D,Flight,3,2,181,3,medium,M,45,3786
5099,C,Ship,5,5,240,2,low,F,7,4409
7273,D,Flight,4,2,283,2,high,F,1,4115
895,D,Ship,3,5,198,2,medium,F,62,3015
8059,D,Road,3,1,101,2,medium,F,1,5560
2870,F,Road,4,5,203,2,low,F,20,2421
7226,F,Ship,5,4,219,2,medium,F,5,4919
8359,D,Flight,6,4,275,4,medium,F,5,1989
7556,F,Ship,3,4,235,2,medium,M,7,4013
6790,B,Ship,4,4,207,10,low,F,1,4602
7771,D,Ship,4,1,187,2,low,M,5,5691
8419,D,Ship,5,1,224,3,low,M,7,5870
995,C,Ship,5,1,259,3,high,F,37,3023
5200,B,Road,5,4,249,3,high,F,2,4397
2360,F,Ship,4,1,181,3,medium,M,38,3258
5405,C,Ship,4,3,190,4,medium,M,4,4102
10438,B,Ship,4,4,146,10,low,M,1,4351
4887,A,Ship,4,2,160,2,high,F,5,4343
9289,D,Ship,4,2,168,6,medium,F,9,4030
9997,D,Flight,3,1,265,3,medium,F,10,4244
4895,C,Ship,6,5,211,4,medium,F,4,4032
8259,A,Ship,4,3,263,5,low,F,10,1762
400,B,Road,3,1,220,2,high,F,40,3773
718,B,Ship,4,1,241,2,low,F,39,2935
2056,B,Flight,5,3,228,3,medium,F,38,3631
3844,B,Flight,3,1,199,6,medium,F,7,4805
10929,A,Ship,3,5,278,4,medium,F,8,1785
1497,A,Road,5,2,156,4,medium,M,39,1204
3618,F,Ship,4,5,208,5,low,F,7,5833
5911,D,Ship,4,3,257,3,low,F,2,5198
1897,D,Road,2,3,170,8,low,M,61,1240
5824,B,Ship,3,5,248,2,high,M,3,5287
2384,F,Ship,4,3,163,5,low,M,29,1349
8933,C,Ship,6,3,258,4,medium,M,9,1924
7187,C,Ship,6,1,264,4,medium,M,1,1273
6817,D,Ship,6,1,266,4,low,M,9,1287
3700,B,Flight,3,2,267,3,low,M,8,5922
9789,A,Ship,4,2,216,3,low,M,10,4636
560,F,Flight,5,2,271,3,medium,M,32,3785
10169,C,Ship,4,4,258,2,medium,F,5,4562
3576,F,Flight,4,5,275,6,medium,M,10,1400
7539,A,Flight,3,1,153,3,low,M,9,4404
3406,B,Road,3,5,139,2,medium,M,7,5536
3009,A,Road,3,1,159,2,medium,F,44,1806
789,A,Ship,5,4,134,2,low,F,20,1549
3234,F,Ship,2,5,159,3,low,M,5,4190
8841,A,Ship,5,3,235,5,low,M,4,1990
7334,F,Ship,3,4,158,2,medium,M,7,4744
3603,A,Ship,3,2,149,3,medium,F,7,4049
6323,C,Ship,3,3,176,3,low,F,1,5168
7007,C,Ship,4,1,238,3,high,F,4,4910
5636,F,Ship,3,2,268,3,low,M,9,4215
3570,F,Flight,3,4,118,4,low,M,6,5964
7017,A,Ship,6,1,103,4,low,M,2,5089
5476,B,Flight,4,2,192,3,medium,F,3,4922
9908,F,Ship,3,1,243,3,medium,M,6,5371
3022,B,Flight,4,1,167,3,low,M,42,1197
6019,D,Road,6,5,278,4,medium,F,6,1140
5556,F,Ship,5,1,106,5,medium,F,4,4180
7204,B,Ship,6,2,266,4,medium,M,3,1090
10931,C,Ship,4,4,253,5,low,F,2,1709
2782,B,Ship,4,4,138,7,medium,M,65,1530
9457,D,Flight,6,4,264,5,medium,F,7,1220
8515,D,Ship,3,2,177,2,high,F,7,4764
3479,C,Ship,5,2,260,3,low,M,1,4799
10862,F,Ship,4,1,145,3,medium,F,7,4386
9152,F,Ship,6,2,286,4,medium,M,6,1556
1217,C,Road,3,5,256,3,low,F,62,2971
2441,C,Road,3,3,149,3,low,F,63,1196
3380,F,Ship,2,2,162,3,high,M,10,4489
1651,D,Flight,4,2,203,5,low,F,20,3098
4475,C,Ship,6,3,142,2,low,F,9,5360
714,F,Ship,3,3,273,2,medium,F,16,2466
6814,B,Ship,6,3,308,5,medium,F,4,1118
10254,F,Road,3,1,263,3,high,M,10,4911
10783,D,Ship,2,1,240,2,low,M,8,1144
7866,F,Ship,3,4,201,2,low,F,8,4394
6233,C,Ship,3,3,146,3,medium,F,4,5384
3961,D,Road,4,2,237,3,low,M,1,5114
545,C,Flight,4,2,180,3,low,F,47,1434
9366,F,Ship,4,5,219,3,low,F,1,5221
8377,D,Ship,4,5,248,4,low,F,2,4427
5506,B,Ship,6,3,304,5,medium,F,10,1254
4429,D,Ship,3,5,246,3,medium,F,2,5653
7473,A,Ship,4,4,254,5,low,M,2,1573
978,F,Ship,4,5,223,3,medium,F,63,2427
5565,A,Ship,4,2,272,3,medium,F,1,4933
37,D,Ship,3,5,137,4,high,F,62,1477
238,B,Ship,2,2,133,3,low,M,5,1268
9785,C,Ship,4,4,267,3,medium,M,9,5254
7100,F,Road,3,4,180,7,high,M,4,5500
6337,D,Ship,5,4,264,3,medium,M,10,4025
8651,C,Ship,4,3,253,6,low,F,4,1788
10983,A,Ship,5,1,275,5,low,M,7,1623
8209,D,Road,5,5,247,2,medium,M,5,4250
4561,D,Ship,6,1,280,4,medium,M,5,1431
3928,B,Ship,3,1,227,3,low,M,10,4305
5368,B,Ship,5,2,203,6,medium,F,7,5289
3134,F,Road,3,4,163,3,medium,M,58,1443
6247,D,Ship,3,3,126,10,low,M,10,4128
3664,B,Ship,4,3,226,2,low,F,8,4526
1167,A,Ship,3,3,175,3,high,F,55,1229
3008,F,Road,4,3,161,3,low,F,52,1199
8692,B,Ship,4,2,150,2,low,F,2,5301
1275,A,Ship,4,2,255,4,low,F,62,3198
8222,F,Flight,4,5,232,3,low,F,8,5923
6905,C,Ship,6,5,279,4,medium,M,7,1300
3397,D,Ship,2,4,172,5,low,M,4,4668
5214,F,Flight,7,3,306,4,medium,M,4,1739
6042,F,Flight,6,4,253,4,low,F,7,1485
5672,F,Ship,4,2,246,3,low,F,1,5815
1911,A,Road,4,5,162,3,low,F,31,1170
2334,F,Flight,5,2,128,5,medium,F,45,1707
9290,F,Road,5,4,274,3,medium,F,1,4030
1256,F,Ship,4,5,196,3,medium,M,16,3722
5264,F,Ship,7,4,283,5,low,M,6,1882
6196,B,Ship,4,3,210,3,low,M,9,5556
1724,F,Ship,5,3,133,4,medium,F,29,1094
8600,F,Ship,4,1,232,5,medium,M,8,1943
9884,F,Ship,7,4,277,5,low,M,4,1373
8076,F,Road,4,1,198,4,medium,F,9,5382
4080,F,Ship,5,4,160,3,high,M,2,5876
5750,F,Flight,4,1,179,3,high,M,5,4129
8864,F,Ship,6,2,305,4,low,M,2,1196
8980,B,Ship,3,3,265,3,low,F,10,4093
3429,A,Flight,3,4,149,3,low,F,5,5467
10728,F,Ship,5,4,219,5,low,M,10,1363
4937,C,Flight,5,2,198,3,low,F,7,5768
2364,F,Ship,5,5,141,2,medium,M,14,1114
5000,F,Ship,3,3,134,3,medium,F,8,4950
9760,B,Ship,4,5,135,3,low,F,6,4557
8403,A,Ship,4,1,186,3,low,F,6,4758
6054,F,Ship,6,2,293,6,low,F,10,1919
6446,F,Flight,4,3,224,2,medium,M,8,5961
7294,B,Ship,4,4,231,5,low,F,6,5482
3225,A,Ship,3,4,117,3,low,F,6,4046
8826,F,Ship,2,1,258,5,low,M,10,1221
4657,D,Flight,3,1,185,3,medium,M,7,5474
2149,D,Ship,6,5,152,3,medium,F,62,1325
4565,C,Ship,6,3,310,4,low,F,2,1817
6198,F,Ship,4,2,268,4,low,F,3,5275
4192,B,Ship,3,3,272,3,low,M,2,4059
1791,A,Flight,6,2,205,5,medium,F,61,2018
7026,F,Ship,4,1,112,6,medium,M,9,5248
6819,A,Ship,4,5,223,5,medium,F,6,1579
4830,F,Ship,3,2,184,3,medium,F,8,4994
293,C,Ship,4,3,211,4,medium,M,40,3106
3786,F,Ship,5,5,184,3,low,F,5,5045
8456,F,Ship,5,5,231,3,medium,F,10,5361
2987,C,Ship,5,1,236,3,medium,F,10,1347
9982,B,Road,4,2,219,4,low,M,8,5660
7824,F,Flight,3,5,257,3,medium,M,4,5196
4856,F,Ship,3,1,170,2,low,M,9,4112
9157,D,Road,6,2,257,4,low,F,5,1565
8032,B,Ship,5,2,263,5,medium,F,10,1059
6351,A,Ship,5,4,193,3,medium,M,4,5873
9447,A,Road,6,5,260,4,low,F,8,1347
8292,F,Ship,4,2,208,3,low,M,8,4342
2696,F,Ship,5,1,224,2,low,F,14,2959
6081,A,Ship,3,1,133,3,medium,M,7,4004
9877,D,Flight,6,1,173,3,medium,F,2,4892
9614,F,Ship,4,4,256,3,low,F,5,5399
7326,F,Ship,3,2,239,4,medium,F,10,4410
7217,C,Ship,5,2,246,5,medium,F,9,1876
5467,D,Road,6,1,282,4,medium,M,4,1716
3132,F,Road,4,1,232,3,medium,M,55,2686
225,A,Ship,3,4,192,3,medium,F,31,3331
1946,F,Ship,4,1,160,2,low,M,28,1276
4715,C,Ship,4,2,242,3,medium,M,8,4644
1872,F,Ship,5,5,234,2,medium,F,43,3822
4450,B,Ship,4,3,198,3,medium,F,1,5846
494,F,Ship,5,4,226,5,low,M,47,2240
8234,F,Flight,2,4,142,3,high,M,2,5700
4941,A,Flight,3,5,251,3,high,F,4,4156
469,D,Ship,3,5,194,3,medium,F,10,2277
5644,B,Ship,4,4,144,2,low,M,5,4380
1964,F,Ship,3,3,181,2,high,M,65,3234
3642,F,Ship,5,1,162,3,medium,M,5,4064
3196,B,Ship,6,4,161,4,medium,M,3,1747
5678,F,Ship,4,4,287,6,medium,M,6,5282
146,F,Flight,2,2,248,2,low,M,46,3707
512,F,Ship,5,2,172,3,medium,M,65,1667
7043,C,Ship,6,4,272,4,low,F,4,4098
8645,C,Flight,5,1,255,5,low,M,3,1574
7163,C,Ship,4,3,226,6,medium,M,6,1704
3954,F,Road,6,4,253,2,low,F,9,5972
6584,F,Flight,5,2,244,6,low,F,7,1315
6030,F,Flight,4,2,245,5,low,M,8,1122
2214,F,Ship,3,1,256,2,medium,F,63,3046
10891,D,Ship,4,3,188,4,medium,M,7,4024
280,B,Flight,3,1,151,2,low,M,60,1925
142,B,Flight,5,4,149,3,low,M,51,1645
7949,C,Flight,4,3,150,3,high,F,2,4383
10874,F,Ship,5,1,190,2,low,M,9,5226
8720,F,Ship,4,4,265,4,medium,F,6,4607
771,A,Ship,3,4,179,4,low,F,44,1004
286,B,Flight,2,4,181,4,medium,M,13,2309
8921,C,Flight,6,2,271,4,medium,M,3,1636
4207,D,Ship,3,3,181,3,low,F,1,5094
1874,F,Ship,3,4,180,3,low,F,52,1727
8408,F,Ship,6,5,167,2,low,M,10,4013
2613,A,Flight,3,2,149,2,medium,M,37,1699
9038,F,Flight,4,5,187,2,low,M,6,4316
10488,F,Ship,5,2,254,5,medium,F,4,1030
3712,B,Flight,3,5,140,5,low,M,7,4370
1582,B,Ship,5,1,167,2,low,M,62,1884
2584,B,Road,5,3,225,4,low,F,60,2130
9582,F,Road,4,4,280,3,medium,M,5,5624
4841,C,Ship,6,4,260,5,medium,M,2,4687
6930,F,Ship,5,4,257,5,low,M,10,1695
419,C,Flight,5,2,178,3,low,M,48,1517
869,C,Ship,3,1,218,3,low,M,4,2304
1150,B,Ship,4,2,193,2,high,F,48,2371
5927,C,Ship,6,3,202,3,low,F,5,4930
7757,C,Ship,7,3,272,4,medium,M,7,1067
2814,F,Ship,4,4,127,4,high,M,54,1239
6303,A,Flight,7,2,307,4,medium,M,2,1073
4757,C,Ship,6,5,265,4,low,M,7,1404
4726,B,Ship,4,1,194,3,medium,F,6,5282
1260,F,Ship,5,1,144,2,low,F,20,1082
9819,A,Ship,3,1,144,2,medium,M,8,5378
9367,D,Ship,4,3,189,3,medium,F,4,5613
5066,F,Flight,5,2,152,4,medium,M,6,5596
3763,D,Ship,6,4,237,5,medium,F,2,5437
3788,F,Ship,3,4,245,4,low,M,9,4139
7536,F,Flight,4,2,270,3,medium,F,4,5566
2710,B,Ship,3,2,137,3,medium,F,9,1347
5005,D,Ship,4,3,161,6,low,M,6,5560
7842,F,Ship,2,2,201,3,high,M,2,4865
2547,A,Ship,3,5,190,10,medium,M,32,2931
725,C,Ship,4,3,250,2,low,F,46,2878
6051,A,Ship,6,4,271,4,medium,M,8,1867
9647,C,Ship,3,5,198,4,low,F,10,4829
6740,F,Ship,5,5,179,5,low,M,3,4333
8087,C,Flight,4,4,174,3,low,M,8,4348
9436,B,Road,6,4,256,4,medium,F,9,1791
9329,C,Flight,4,5,233,6,medium,M,1,5284
1297,D,Ship,3,5,191,3,medium,M,54,3890
1718,F,Ship,3,1,101,2,medium,F,56,1184
9090,F,Ship,7,1,308,4,medium,F,2,1504
189,A,Ship,2,5,139,3,low,F,27,1233
9280,B,Ship,3,2,202,2,medium,F,7,5328
7784,F,Road,6,5,244,3,low,M,9,5634
8762,F,Road,3,4,136,3,medium,M,6,4631
22,B,Ship,3,1,232,4,medium,F,51,2899
831,A,Flight,4,4,201,3,high,F,7,2644
1418,F,Ship,3,3,166,2,low,F,45,1791
9576,F,Road,5,5,199,3,high,M,6,5547
3190,B,Ship,5,1,160,3,high,M,2,5141
9100,B,Ship,6,5,282,4,low,M,5,1364
5551,D,Ship,3,5,145,2,low,F,2,4232
7079,C,Ship,6,3,247,6,medium,M,3,4582
7567,D,Ship,4,3,261,4,medium,M,9,5116
2734,B,Road,4,5,254,3,low,M,29,3885
3163,D,Flight,3,1,213,10,medium,M,9,4862
10726,B,Ship,5,5,240,5,low,M,8,1750
3744,F,Ship,4,2,233,2,low,F,5,4817
4119,A,Flight,4,5,154,3,medium,F,9,5208
10810,B,Road,4,2,220,6,medium,M,10,1878
1529,C,Ship,4,5,146,4,low,F,25,1606
2867,C,Road,3,3,274,2,medium,F,59,3436
8544,F,Ship,4,2,167,4,high,M,5,5250
1352,F,Road,5,5,245,4,medium,F,12,2225
10429,D,Flight,4,5,185,2,low,F,4,5428
10200,F,Ship,4,3,248,5,low,F,7,1789
6922,B,Ship,5,3,252,2,medium,M,9,1809
7880,F,Ship,4,3,196,3,low,M,10,4433
568,B,Ship,5,2,268,3,low,M,19,2526
7786,B,Road,4,3,240,3,medium,M,6,4964
3247,D,Ship,4,1,189,3,medium,M,5,4496
8367,A,Flight,5,4,136,4,low,M,9,5469
5152,B,Ship,4,3,213,3,low,M,6,5447
3751,D,Ship,3,5,224,2,low,F,10,4445
1053,A,Ship,5,5,264,3,medium,F,27,2019
3172,B,Ship,3,2,136,2,high,F,6,4002
9181,D,Flight,7,3,302,4,medium,F,7,1915
1321,D,Ship,5,1,134,3,high,F,12,1775
2873,C,Flight,4,2,257,4,high,M,58,2269
2818,B,Ship,5,2,157,3,low,M,1,1798
446,F,Ship,4,4,189,2,medium,F,18,2955
4874,F,Ship,4,4,225,2,medium,M,10,4829
7587,A,Ship,5,1,238,6,medium,M,10,5508
2034,F,Road,3,2,264,4,high,F,32,2754
4476,F,Ship,2,2,278,2,medium,F,9,4318
10132,B,Road,5,4,208,8,medium,F,4,5155
5853,A,Ship,3,4,206,4,medium,M,2,4372
9793,D,Ship,4,2,245,3,medium,M,1,4731
7724,F,Ship,6,1,293,4,low,F,10,1534
7492,B,Ship,4,2,248,6,low,M,1,1415
9680,F,Ship,5,2,243,5,medium,F,4,1013
1396,B,Ship,4,2,158,4,low,F,45,1758
3798,F,Ship,4,2,182,3,medium,M,7,4710
1365,A,Road,5,4,144,3,low,F,59,1178
6890,F,Ship,6,2,279,4,low,M,1,1150
42,F,Ship,5,5,139,4,medium,M,61,1265
3771,A,Ship,3,5,157,3,low,M,7,5100
785,C,Ship,3,1,209,2,low,M,43,2237
5762,F,Flight,7,3,244,5,medium,F,10,1913
8374,B,Flight,2,1,168,4,low,M,6,4800
5416,B,Ship,4,5,157,3,medium,F,2,4343
3690,F,Road,4,3,266,3,low,M,9,5621
792,F,Ship,5,4,133,2,medium,M,30,1161
3595,D,Ship,4,2,222,3,low,F,3,5130
54,F,Ship,2,1,170,3,low,M,41,1128
3238,B,Ship,3,4,177,3,low,F,6,4445
1184,F,Ship,4,1,193,2,high,M,37,3510
6513,A,Ship,7,5,250,4,low,M,1,1690
9054,F,Flight,4,2,238,2,low,M,1,5229
1764,F,Road,3,5,286,3,medium,F,12,3817
3116,F,Ship,4,4,134,3,low,F,14,1716
6305,C,Flight,6,5,252,4,low,F,2,1249
8147,C,Ship,2,5,233,3,low,M,9,4751
8231,C,Flight,5,1,266,3,low,M,8,4786
5234,F,Ship,3,5,221,10,medium,F,7,5743
8112,F,Ship,3,3,217,4,medium,F,3,5602
339,A,Ship,3,5,261,3,medium,M,15,2989
4121,C,Flight,4,3,208,2,medium,F,1,5826
3284,F,Flight,2,2,155,3,low,M,1,5154
4871,C,Ship,3,3,204,2,medium,M,6,5612
7549,D,Flight,5,2,268,3,medium,M,8,5385
5062,B,Road,4,2,222,3,low,M,4,5919
5803,D,Ship,3,4,187,3,low,M,7,5417
5743,D,Road,3,1,174,3,low,M,7,4318
6334,B,Ship,3,4,269,2,medium,M,2,4177
2941,D,Ship,3,1,263,3,medium,M,6,2715
2284,B,Ship,6,5,174,3,medium,F,32,1921
4684,B,Ship,4,4,171,2,low,M,4,4962
8003,C,Ship,5,4,229,6,low,F,9,1733
4352,F,Ship,3,4,220,3,medium,F,5,5078
1385,C,Flight,4,4,127,5,low,F,16,1955
2802,F,Ship,4,5,245,3,medium,M,6,2717
1055,C,Ship,2,4,191,3,low,F,58,2586
6509,C,Ship,5,1,298,4,low,F,4,1853
705,A,Ship,5,1,200,8,low,F,18,3806
4622,F,Ship,3,3,149,4,medium,F,3,5944
4953,A,Ship,4,2,242,3,medium,M,10,4721
5873,C,Road,4,3,175,2,low,M,3,4200
4903,D,Ship,5,1,255,3,high,M,6,4044
3813,A,Road,4,3,229,3,low,M,5,5225
8603,C,Ship,5,5,232,5,low,M,1,1127
1255,D,Ship,3,1,203,4,medium,M,12,2779
4455,A,Ship,3,1,171,2,medium,F,7,4010
3693,A,Road,5,3,203,2,medium,M,4,4311
472,B,Ship,4,3,244,3,medium,M,8,3318
9681,A,Ship,7,3,255,4,medium,F,4,1373
2286,F,Ship,4,1,135,2,high,F,25,1009
5731,D,Road,3,3,183,2,low,M,6,5015
7457,C,Ship,6,4,306,4,low,F,5,1703
4270,B,Ship,4,2,249,4,medium,M,4,5418
10341,A,Ship,6,5,287,5,low,M,2,5611
9799,D,Ship,5,5,210,6,low,M,3,5051
8983,D,Ship,5,5,182,3,medium,F,10,5060
1093,D,Flight,4,4,200,3,low,M,19,2976
1402,B,Ship,3,5,152,6,low,F,32,1158
2485,D,Ship,3,5,266,3,medium,M,16,2334
5477,C,Flight,4,5,263,4,medium,F,7,4243
10437,A,Ship,5,4,171,3,low,F,1,5011
1974,F,Ship,5,1,201,3,medium,M,19,2696
9774,F,Ship,3,5,174,6,low,M,6,5713
2914,B,Ship,6,1,250,5,low,F,53,3352
555,A,Flight,5,4,250,3,low,F,11,3373
8279,C,Ship,3,1,186,2,low,F,1,5054
4570,B,Ship,4,5,136,3,medium,M,7,4817
3684,F,Road,4,1,260,4,low,M,10,4072
9476,F,Ship,3,1,270,2,medium,M,6,4966
7509,A,Road,6,4,290,4,low,M,3,1710
9423,A,Ship,2,1,181,5,medium,M,3,1038
9265,D,Ship,4,3,255,4,medium,F,10,4740
244,B,Ship,2,4,136,3,low,M,43,1958
285,A,Flight,5,5,230,3,low,F,32,3249
9496,B,Ship,4,3,184,3,low,F,9,5602
7856,F,Ship,4,5,209,3,low,F,6,5899
5960,F,Ship,3,4,133,8,medium,F,10,5439
9728,F,Flight,5,4,97,3,medium,F,8,4577
7516,B,Road,5,5,240,5,medium,M,7,1255
10198,B,Ship,5,5,245,5,low,M,5,1252
3165,A,Flight,4,4,225,5,low,M,5,5060
4105,D,Road,4,4,186,2,low,F,1,4519
2144,F,Ship,3,1,154,2,medium,F,56,1300
7988,F,Ship,4,2,225,8,low,F,8,5623
1570,B,Ship,5,1,129,5,medium,M,35,1458
7364,F,Ship,4,4,163,3,medium,M,7,4463
10103,C,Ship,4,2,220,3,low,F,9,5896
4763,C,Ship,4,1,149,3,medium,F,8,1136
8288,F,Ship,6,4,217,4,medium,F,4,4247
3926,F,Ship,6,1,251,4,low,M,2,5656
6526,B,Ship,4,4,177,6,low,M,6,5451
510,F,Ship,5,2,235,3,low,M,14,2984
2637,A,Ship,4,3,154,3,medium,M,10,1711
21,A,Ship,3,3,161,2,medium,F,38,1521
2779,D,Ship,5,3,225,7,medium,F,17,3516
1882,B,Ship,3,1,198,2,medium,F,49,3573
2480,F,Flight,3,1,257,2,low,F,45,3496
9216,F,Ship,3,4,162,3,medium,M,7,5313
10469,C,Ship,5,1,241,5,low,M,4,1348
784,B,Ship,3,3,140,4,low,F,47,1207
7629,A,Ship,4,4,255,3,high,F,3,5616
4894,B,Ship,3,4,241,3,medium,M,3,4047
6588,F,Flight,6,1,254,4,medium,F,3,1488
10842,F,Ship,3,5,169,2,medium,F,4,4466
9105,A,Ship,6,4,249,4,low,M,10,1318
7118,F,Road,6,5,247,6,medium,M,3,4832
7198,B,Ship,4,3,150,4,low,F,4,1021
1829,C,Ship,4,4,259,2,medium,M,44,2132
4764,F,Ship,3,3,201,6,medium,M,2,4984
3432,F,Flight,3,1,228,3,medium,M,9,5530
10625,C,Ship,4,1,258,3,medium,M,10,5916
7571,C,Ship,3,3,157,4,low,F,2,5715
10703,C,Flight,5,5,260,5,low,F,2,1128
1532,F,Ship,3,4,271,2,low,M,14,2163
9698,F,Ship,6,3,274,4,low,F,5,1452
10505,C,Ship,5,2,252,3,low,M,7,5058
10079,C,Ship,4,5,258,3,low,F,3,5422
7958,F,Flight,7,5,308,5,medium,M,6,1154
