airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-823,Mumbai,Evening,zero,Evening,Chennai,Economy,2.08,47,2900
Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Business,2.75,23,32859
GO_FIRST,G8-873,Bangalore,Morning,one,Evening,Delhi,Economy,8.75,12,7487
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Kolkata,Business,17.67,22,51707
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Business,16.83,36,60232
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Economy,22.0,41,5037
Vistara,UK-772,Kolkata,Morning,one,Afternoon,Hyderabad,Business,25.83,22,49207
Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Economy,12.58,19,4086
Indigo,6E-5209,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,4.33,16,4056
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,15.67,36,50271
Vistara,UK-845,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Business,1.83,30,20684
Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Business,10.08,10,54608
Air_India,AI-441,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.5,34,3988
Air_India,AI-685,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,9.67,24,31756
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Economy,13.83,8,9141
Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Economy,22.25,9,11319
Indigo,6E-5312,Mumbai,Morning,one,Evening,Bangalore,Economy,7.75,19,4056
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,9.25,16,6109
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Business,8.08,17,62188
Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,21,5276
Air_India,AI-676,Kolkata,Morning,one,Early_Morning,Bangalore,Economy,22.5,45,5135
AirAsia,I5-2991,Kolkata,Night,zero,Late_Night,Bangalore,Economy,2.75,38,3862
Indigo,6E-7264,Kolkata,Evening,one,Night,Hyderabad,Economy,5.5,15,9377
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Business,7.08,29,65872
GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Delhi,Economy,8.67,44,4827
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Business,10.17,13,56476
Vistara,UK-772,Kolkata,Morning,one,Evening,Chennai,Economy,9.5,49,7021
Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,10.33,38,7422
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,7,5954
SpiceJet,SG-4003,Hyderabad,Morning,one,Evening,Delhi,Economy,6.42,23,3775
AirAsia,I5-784,Delhi,Evening,zero,Evening,Bangalore,Economy,2.67,28,4499
AirAsia,I5-510,Hyderabad,Early_Morning,zero,Morning,Chennai,Economy,1.25,23,1544
Air_India,AI-615,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.5,37,3633
Vistara,UK-855,Delhi,Evening,one,Afternoon,Mumbai,Business,20.08,15,56177
Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Business,22.75,31,39859
Indigo,6E-735,Bangalore,Evening,zero,Night,Delhi,Economy,2.83,46,4500
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14.0,37,10318
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.0,22,6133
Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Economy,22.25,40,5960
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,10.0,49,53440
Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Economy,13.08,26,4656
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.83,36,5276
Air_India,AI-765,Kolkata,Night,one,Evening,Delhi,Economy,23.08,10,15729
Air_India,AI-764,Delhi,Evening,one,Night,Chennai,Economy,6.25,38,6454
Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Economy,17.5,47,6461
Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Business,13.33,41,49177
Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,45,4933
Vistara,UK-846,Bangalore,Morning,zero,Morning,Mumbai,Business,1.75,35,20760
Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Business,2.25,10,27976
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,25,6262
Vistara,UK-720,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.42,17,4211
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Kolkata,Economy,13.0,24,5098
Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,24.08,36,5685
Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Economy,1.75,39,2150
Vistara,UK-993,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.08,7,9840
GO_FIRST,G8-519,Kolkata,Evening,zero,Night,Mumbai,Economy,2.83,40,4499
AirAsia,I5-942,Mumbai,Afternoon,one,Evening,Chennai,Economy,4.33,31,1890
AirAsia,I5-339,Bangalore,Night,one,Morning,Delhi,Economy,10.75,19,2723
Vistara,UK-988,Mumbai,Night,one,Evening,Hyderabad,Economy,20.08,3,9879
Air_India,AI-424,Kolkata,Afternoon,one,Evening,Mumbai,Economy,30.5,32,5102
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,7.58,42,5102
Air_India,AI-770,Kolkata,Night,one,Night,Chennai,Economy,27.08,24,4969
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.25,5,13303
Indigo,6E-552,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,41,2098
Air_India,AI-543,Hyderabad,Morning,one,Night,Chennai,Business,11.83,27,71389
Vistara,UK-953,Delhi,Night,one,Morning,Chennai,Business,15.17,22,45672
AirAsia,I5-1576,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.33,29,3393
Indigo,6E-6006,Chennai,Afternoon,one,Night,Mumbai,Economy,7.58,48,1830
Air_India,AI-415,Delhi,Evening,one,Evening,Mumbai,Business,25.08,30,40447
Vistara,UK-708,Kolkata,Night,one,Early_Morning,Mumbai,Economy,11.5,13,10425
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Chennai,Economy,4.75,28,3266
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.83,18,5060
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.58,23,4165
AirAsia,I5-517,Hyderabad,Morning,one,Night,Delhi,Economy,11.83,25,2228
Vistara,UK-778,Kolkata,Afternoon,one,Afternoon,Hyderabad,Economy,21.25,27,6075
AirAsia,I5-582,Kolkata,Morning,one,Afternoon,Delhi,Economy,5.83,10,7466
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,37,6319
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,9.83,6,14620
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,12.92,29,69168
Indigo,6E-5312,Mumbai,Morning,one,Afternoon,Chennai,Economy,4.33,4,10983
Indigo,6E-5017,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.17,35,2738
Air_India,AI-573,Bangalore,Afternoon,one,Afternoon,Kolkata,Business,23.33,16,36763
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Business,16.0,39,65832
GO_FIRST,G8-321,Mumbai,Afternoon,one,Night,Bangalore,Economy,9.17,40,6319
Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,42,4381
Vistara,UK-817,Delhi,Evening,two_or_more,Morning,Chennai,Economy,19.75,3,23377
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Chennai,Business,16.58,42,55983
Vistara,UK-995,Delhi,Morning,one,Early_Morning,Hyderabad,Business,21.5,13,51697
Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Economy,16.5,13,9141
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,38,6611
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Economy,9.83,39,7081
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,27.08,19,4324
Indigo,6E-2343,Delhi,Late_Night,one,Morning,Bangalore,Economy,6.67,37,3354
Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,5,8790
Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,40,66779
Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Business,16.08,32,53512
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Business,14.42,5,45883
Indigo,6E-6113,Chennai,Afternoon,one,Night,Kolkata,Economy,8.25,20,4541
Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,32,3999
Indigo,6E-6467,Hyderabad,Afternoon,one,Night,Delhi,Economy,8.75,25,5577
Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Business,12.5,21,56588
GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.92,30,7790
GO_FIRST,G8-422,Delhi,Evening,zero,Night,Hyderabad,Economy,2.25,24,2098
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Business,14.25,35,56702
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,10.17,26,6271
Indigo,6E-7298,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.75,19,5136
Air_India,AI-491,Delhi,Morning,one,Afternoon,Bangalore,Economy,24.92,21,4742
Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Business,16.17,6,62591
Air_India,AI-698,Hyderabad,Night,one,Morning,Kolkata,Economy,10.58,19,6679
Air_India,AI-640,Bangalore,Early_Morning,two_or_more,Night,Kolkata,Economy,16.92,9,13054
Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Delhi,Economy,12.0,9,13903
Indigo,6E-6016,Chennai,Evening,zero,Night,Kolkata,Economy,2.33,48,2359
Indigo,6E-591,Chennai,Morning,one,Evening,Mumbai,Economy,7.42,26,4027
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Hyderabad,Business,7.5,22,45805
Vistara,UK-776,Kolkata,Evening,one,Afternoon,Hyderabad,Business,18.67,22,49207
Air_India,AI-636,Delhi,Afternoon,one,Night,Hyderabad,Economy,7.08,7,9840
AirAsia,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,40,2480
Air_India,AI-9547,Bangalore,Evening,one,Evening,Delhi,Economy,21.75,39,7017
Air_India,AI-9517,Bangalore,Evening,one,Morning,Kolkata,Economy,13.25,24,3489
Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Business,23.33,14,44280
Air_India,AI-867,Mumbai,Night,one,Evening,Bangalore,Economy,18.75,31,6082
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Hyderabad,Economy,12.75,36,5760
Vistara,UK-864,Bangalore,Evening,one,Morning,Delhi,Business,13.58,49,50361
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,14.5,23,7360
Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Business,16.0,27,55377
Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,1,12780
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Business,9.5,16,68743
Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Economy,11.42,12,10680
Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,2,45073
Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Economy,13.33,22,6122
Vistara,UK-994,Mumbai,Morning,one,Evening,Bangalore,Economy,6.58,2,14074
AirAsia,I5-721,Delhi,Night,one,Morning,Hyderabad,Economy,12.0,24,2050
Vistara,UK-772,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.58,22,4499
Air_India,AI-402,Kolkata,Morning,one,Evening,Chennai,Economy,8.58,6,14364
Indigo,6E-2036,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,24,4500
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,15.08,44,6450
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,10.83,21,4165
Indigo,6E-605,Chennai,Afternoon,one,Evening,Delhi,Economy,6.25,15,7877
Vistara,UK-808,Bangalore,Early_Morning,one,Morning,Chennai,Economy,25.92,16,6791
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,24.33,12,45257
Indigo,6E-6217,Chennai,Night,one,Early_Morning,Kolkata,Economy,7.33,21,3407
Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,37,5852
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.0,17,23387
GO_FIRST,G8-803,Bangalore,Evening,one,Morning,Kolkata,Economy,13.83,20,11452
Indigo,6E-2077,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.25,35,6664
AirAsia,I5-2473,Kolkata,Morning,one,Night,Mumbai,Economy,10.92,9,11866
Air_India,AI-459,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,23,6177
Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Economy,29.0,43,8428
Indigo,6E-514,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,5.0,48,1755
Vistara,UK-865,Mumbai,Evening,one,Night,Hyderabad,Economy,25.75,34,3334
Air_India,AI-770,Kolkata,Night,one,Afternoon,Mumbai,Economy,19.33,19,6190
SpiceJet,SG-6027,Delhi,Evening,zero,Night,Hyderabad,Economy,2.17,15,2727
Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Business,11.25,10,51875
GO_FIRST,G8-7547,Bangalore,Morning,one,Evening,Delhi,Economy,6.58,41,4028
Air_India,AI-864,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.5,32,4977
Indigo,6E-5217,Mumbai,Evening,one,Night,Bangalore,Economy,6.5,21,4056
Vistara,UK-621,Mumbai,Afternoon,one,Evening,Delhi,Business,27.5,18,44069
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Business,23.33,9,37985
Indigo,6E-581,Chennai,Morning,one,Evening,Hyderabad,Economy,9.17,49,1105
Air_India,AI-888,Mumbai,Evening,one,Morning,Bangalore,Business,13.92,17,54608
Indigo,6E-5338,Mumbai,Morning,one,Afternoon,Chennai,Economy,7.42,11,8463
Vistara,UK-988,Mumbai,Night,one,Evening,Kolkata,Economy,21.17,33,5949
SpiceJet,SG-337,Kolkata,Morning,one,Morning,Delhi,Economy,25.42,35,5545
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,11.58,21,45600
Vistara,UK-826,Chennai,Afternoon,two_or_more,Night,Hyderabad,Economy,8.42,35,6032
SpiceJet,SG-8130,Kolkata,Early_Morning,one,Night,Mumbai,Economy,16.0,3,8064
Air_India,AI-624,Delhi,Evening,one,Afternoon,Kolkata,Business,17.17,23,53209
Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.67,17,5276
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.33,9,14880
Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Business,25.0,11,37985
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.5,42,6568
Vistara,UK-894,Hyderabad,Evening,two_or_more,Morning,Kolkata,Economy,15.17,28,7692
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.58,33,6200
Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,8,13830
Vistara,UK-995,Delhi,Morning,one,Afternoon,Hyderabad,Business,25.92,4,51697
Indigo,6E-6066,Hyderabad,Morning,one,Afternoon,Chennai,Economy,6.67,13,4453
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,10.92,13,10248
Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Business,19.25,33,41281
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Business,9.92,46,54896
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,15.83,23,5734
Vistara,UK-994,Mumbai,Morning,one,Night,Kolkata,Economy,12.33,41,5949
Vistara,UK-708,Kolkata,Night,one,Afternoon,Hyderabad,Economy,16.17,28,6075
Vistara,UK-943,Delhi,Early_Morning,one,Afternoon,Hyderabad,Business,4.75,47,53937
Vistara,UK-995,Delhi,Morning,one,Evening,Chennai,Economy,9.58,16,4979
Air_India,AI-660,Mumbai,Evening,one,Evening,Kolkata,Business,25.17,9,57666
Air_India,AI-809,Mumbai,Morning,one,Late_Night,Bangalore,Business,14.17,30,54608
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.33,24,45693
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,16.0,18,7895
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,12.75,31,6275
Indigo,6E-5375,Mumbai,Evening,one,Night,Kolkata,Economy,5.58,43,2835
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,36,2336
Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,5,7413
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Economy,13.0,9,14638
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.0,37,6568
Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,23.33,39,5441
Air_India,AI-639,Mumbai,Morning,zero,Morning,Bangalore,Business,1.67,39,20684
Indigo,6E-5208,Mumbai,Evening,zero,Evening,Hyderabad,Economy,1.42,20,2901
Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Economy,12.08,30,4896
Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Economy,21.67,6,9719
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.17,37,5102
Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Economy,17.08,12,11675
AirAsia,I5-749,Bangalore,Night,one,Early_Morning,Mumbai,Economy,8.17,21,2203
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,17.17,37,6776
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Business,12.08,15,57990
Indigo,6E-7261,Chennai,Afternoon,one,Evening,Hyderabad,Economy,5.0,35,5357
Indigo,6E-2474,Kolkata,Early_Morning,zero,Early_Morning,Delhi,Economy,2.5,7,6804
Vistara,UK-994,Mumbai,Morning,one,Evening,Chennai,Business,5.92,17,61933
Indigo,6E-982,Hyderabad,Morning,one,Evening,Delhi,Economy,9.92,30,4964
Air_India,AI-775,Kolkata,Night,zero,Night,Bangalore,Business,2.58,45,25470
GO_FIRST,G8-241,Bangalore,Evening,one,Late_Night,Chennai,Economy,8.0,31,3336
GO_FIRST,G8-2509,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,44,5379
Air_India,AI-637,Mumbai,Evening,two_or_more,Morning,Bangalore,Economy,14.33,31,8332
Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Business,8.08,14,62188
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,9.75,42,69244
Indigo,6E-5217,Mumbai,Evening,one,Night,Bangalore,Economy,6.5,43,2124
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,14.0,11,57992
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,11.08,43,57920
GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,9,6532
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Kolkata,Business,15.83,35,51707
AirAsia,I5-471,Mumbai,Night,one,Morning,Delhi,Economy,11.33,47,2336
Vistara,UK-850,Bangalore,Evening,one,Afternoon,Delhi,Business,16.75,47,54841
Vistara,UK-873,Mumbai,Early_Morning,one,Night,Delhi,Economy,16.33,45,5232
Vistara,UK-841,Mumbai,Morning,one,Evening,Delhi,Business,5.67,18,60813
Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.17,20,27976
Air_India,AI-610,Bangalore,Evening,one,Night,Hyderabad,Economy,26.42,10,9379
Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Business,30.08,36,44622
Air_India,AI-865,Delhi,Morning,one,Morning,Chennai,Economy,24.25,22,5406
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,34,4415
Air_India,AI-543,Hyderabad,Morning,one,Morning,Kolkata,Economy,21.67,43,4789
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Business,14.67,41,75721
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Kolkata,Economy,8.25,42,5817
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Kolkata,Economy,12.92,39,7081
Indigo,6E-917,Chennai,Afternoon,one,Late_Night,Delhi,Economy,10.42,46,2051
Vistara,UK-824,Chennai,Night,one,Evening,Kolkata,Business,23.42,5,71920
Indigo,6E-546,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.67,47,2482
Air_India,AI-839,Delhi,Night,one,Afternoon,Bangalore,Economy,17.5,15,6403
Indigo,6E-6339,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.92,3,8832
Indigo,6E-371,Hyderabad,Evening,one,Night,Kolkata,Economy,5.5,32,3223
Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,28.0,42,7338
Indigo,6E-6684,Hyderabad,Night,one,Early_Morning,Kolkata,Economy,7.67,28,5293
Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Business,10.67,20,43376
Indigo,6E-2032,Delhi,Evening,one,Late_Night,Kolkata,Economy,7.17,4,9683
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,13,24056
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,16.17,22,60978
Air_India,AI-9894,Chennai,Morning,one,Morning,Kolkata,Economy,23.58,20,6450
Vistara,UK-910,Mumbai,Evening,one,Night,Bangalore,Economy,5.75,18,7135
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Business,21.83,3,41974
Indigo,6E-6319,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.25,10,5224
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,31,6262
Indigo,6E-6151,Hyderabad,Morning,one,Evening,Kolkata,Economy,7.25,34,3743
Indigo,6E-232,Bangalore,Night,one,Early_Morning,Delhi,Economy,8.17,29,3845
Air_India,AI-508,Hyderabad,Afternoon,one,Evening,Kolkata,Business,28.5,31,36660
Vistara,UK-893,Bangalore,Evening,two_or_more,Morning,Kolkata,Economy,13.75,32,8913
SpiceJet,SG-3027,Bangalore,Early_Morning,one,Early_Morning,Mumbai,Economy,24.92,35,3990
AirAsia,I5-510,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,40,3862
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Business,5.67,29,57920
Air_India,AI-559,Hyderabad,Early_Morning,zero,Morning,Delhi,Business,2.5,32,24122
Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Economy,16.83,16,4792
Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Economy,10.58,21,5772
Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Economy,19.25,18,7767
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Business,10.08,46,59827
Indigo,6E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,47,2410
Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Economy,11.17,40,4272
Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Business,8.0,33,44144
Indigo,6E-6217,Chennai,Night,one,Early_Morning,Delhi,Economy,8.5,44,2655
Vistara,UK-945,Delhi,Morning,one,Night,Chennai,Business,11.42,16,52392
Indigo,6E-752,Hyderabad,Early_Morning,one,Evening,Chennai,Economy,9.5,15,4453
Air_India,AI-9876,Bangalore,Afternoon,one,Morning,Delhi,Economy,17.75,20,4105
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Economy,13.17,20,5037
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,3,12150
Air_India,AI-441,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,43,4209
Indigo,6E-7403,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,39,5226
Indigo,6E-6467,Hyderabad,Afternoon,one,Evening,Delhi,Economy,5.0,3,11646
GO_FIRST,G8-351,Mumbai,Morning,one,Evening,Delhi,Economy,10.5,31,7900
AirAsia,I5-2473,Kolkata,Morning,one,Night,Mumbai,Economy,10.75,43,3379
GO_FIRST,G8-7562,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.08,28,6324
Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,7.17,17,65872
AirAsia,I5-556,Kolkata,Night,one,Morning,Hyderabad,Economy,13.75,44,3705
Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Business,21.5,15,50271
GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,44,4205
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Business,17.0,30,53743
Vistara,UK-858,Bangalore,Early_Morning,zero,Morning,Mumbai,Business,1.58,19,20760
Indigo,6E-5379,Mumbai,Evening,zero,Night,Chennai,Economy,2.08,18,3000
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Economy,9.75,20,8535
Vistara,UK-826,Chennai,Afternoon,one,Night,Bangalore,Economy,10.33,35,4536
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Economy,9.42,45,4637
Air_India,AI-808,Bangalore,Night,zero,Night,Delhi,Economy,2.92,18,4071
GO_FIRST,G8-515,Hyderabad,Morning,one,Evening,Delhi,Economy,7.5,23,6132
SpiceJet,SG-3283,Hyderabad,Evening,one,Evening,Delhi,Economy,26.83,7,6448
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Business,9.33,46,62524
AirAsia,I5-1451,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.92,27,2203
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,10.0,19,8233
Vistara,UK-940,Mumbai,Evening,one,Night,Chennai,Business,24.5,47,72125
