Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
56121,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,111875 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
15681,-,FORD,Focus,2014,Hatchback,Yes,Petrol,2,160000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,10
4858,-,MERCEDES-BENZ,C 180,1996,Sedan,No,CNG,1.8,220000 km,4.0,Manual,Rear,04-May,Left wheel,Silver,4
50,-,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,135000 km,4.0,Automatic,Front,04-May,Left wheel,Beige,6
3607,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21326,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,107200 km,4.0,Automatic,Front,04-May,Left wheel,Grey,16
31361,394,TOYOTA,Avalon,2014,Sedan,Yes,Hybrid,2.5,144000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
15173,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,108901 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
941,1750,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,226094 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
7370,-,OPEL,Zafira,2000,Minivan,No,Petrol,1.8,260000 km,4.0,Manual,Front,04-May,Left wheel,Silver,6
14113,-,OPEL,Zafira,2005,Minivan,No,Petrol,1.6,160000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2
33575,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,53871 km,4.0,Automatic,Front,04-May,Left wheel,White,4
13172,893,OPEL,Zafira,2008,Universal,No,CNG,1.6,175453 km,4.0,Manual,Front,04-May,Left wheel,Silver,8
19757,836,JEEP,Patriot,2010,Jeep,No,Diesel,2.0 Turbo,39000 km,4.0,Manual,4x4,04-May,Left wheel,White,4
16308,-,VOLKSWAGEN,CC,2010,Sedan,Yes,Petrol,2.0 Turbo,174000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
50178,-,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.0 Turbo,95000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,8
20385,-,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,272000 km,4.0,Automatic,Front,04-May,Left wheel,White,6
35309,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,97035 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
39201,1079,MITSUBISHI,Outlander,2018,Jeep,No,Petrol,2,13000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Red,12
52665,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,113195 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
1333,585,LEXUS,CT 200h,2013,Sedan,Yes,Hybrid,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
14740,-,MERCEDES-BENZ,S 500,2003,Sedan,Yes,LPG,5,22500 km,8.0,Tiptronic,Rear,04-May,Left wheel,White,12
15950,-,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,91200 km,2.0,Automatic,Front,04-May,Left wheel,Grey,6
3450,-,FORD,KA,2001,Hatchback,No,Petrol,1.3,74000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,2
45210,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,69088 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
20385,781,VOLKSWAGEN,Passat se,2012,Sedan,Yes,Petrol,2.5,71000 km,5.0,Tiptronic,Front,04-May,Left wheel,Grey,6
17876,-,BMW,528,2009,Sedan,Yes,Petrol,3,255478 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,10
30,-,HONDA,FIT,2002,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Blue,4
941,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,170466 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
12858,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,219150 km,4.0,Automatic,Front,04-May,Left wheel,White,12
13642,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,75991 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
11133,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
12231,-,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,126000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,5
18817,-,TOYOTA,Prius,2010,Sedan,No,Petrol,1.8,190000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
8947,790,CHEVROLET,Lacetti,2009,Sedan,Yes,Diesel,1.6,38254 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
2352,1018,AUDI,Q7,2011,Sedan,Yes,Diesel,3,232554 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,0
6272,-,UAZ,31514 UAZ,2000,Microbus,No,Petrol,2.5,50000 km,4.0,Manual,4x4,02-Mar,Left wheel,Grey,0
16568,629,HYUNDAI,Elantra,2015,Sedan,Yes,Diesel,1.6,100535 km,4.0,Automatic,Front,04-May,Left wheel,White,4
11604,-,JEEP,Liberty,2003,Jeep,Yes,Petrol,2.4,0 km,4.0,Manual,4x4,04-May,Left wheel,Blue,8
10349,-,NISSAN,Tiida,2007,Sedan,No,Petrol,1.6,110000 km,4.0,Manual,Front,04-May,Left wheel,Beige,6
8781,-,MERCEDES-BENZ,C 220,2000,Sedan,No,Diesel,2.2,309000 km,4.0,Automatic,Rear,04-May,Left wheel,Silver,8
706,420,KIA,Niro,2019,Sedan,Yes,Hybrid,1.6,2942 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
19757,-,SKODA,Octavia SCOUT,2011,Universal,No,Petrol,1.8 Turbo,200000 km,4.0,Manual,4x4,04-May,Left wheel,Silver,12
706,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,105328 km,4.0,Automatic,Front,04-May,Left wheel,White,12
9565,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,38000 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
5883,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,117685 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
4077,-,SUBARU,Legacy,2005,Universal,No,Petrol,2.0 Turbo,234082 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,4
7370,1018,MERCEDES-BENZ,R 350,2011,Jeep,Yes,Diesel,3,174101 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
220,1273,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,White,12
39954,1203,JEEP,Grand Cherokee,2011,Jeep,Yes,Petrol,3.6,121991 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,471632 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
43143,1079,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2,35168 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
11604,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,386544 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
8154,-,OPEL,Astra,1998,Universal,No,Petrol,1.6,260000 km,4.0,Manual,Front,04-May,Left wheel,Blue,2
4077,1277,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.4,67165 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
22266,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,120805 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
8500,3141,HYUNDAI,Getz,2006,Hatchback,No,Diesel,1.5 Turbo,199973 km,4.0,Manual,Front,04-May,Right-hand drive,Silver,6
3450,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
22580,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
17249,-,HONDA,FIT,2012,Hatchback,Yes,Hybrid,1.5,160000 km,4.0,Variator,Front,04-May,Right-hand drive,White,0
14113,738,CHEVROLET,Cruze LT,2017,Sedan,No,Petrol,1.4 Turbo,89620 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,8
21953,779,TOYOTA,Camry se,2013,Sedan,Yes,Petrol,2.5,115123 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
784,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
8154,-,OPEL,Monterey,1993,Jeep,No,Petrol,3.2,275652 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,2
5018,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
4077,-,VOLKSWAGEN,Jetta,1999,Sedan,No,CNG,2,250000 km,4.0,Automatic,Front,04-May,Left wheel,Green,0
20385,-,FORD,Transit,2007,Microbus,No,Diesel,2.4,0 km,2.0,Manual,Front,04-May,Left wheel,Silver,0
12855,475,FIAT,500 Sport,2012,Coupe,Yes,Petrol,1.4,81050 km,4.0,Automatic,Front,02-Mar,Left wheel,Red,4
28852,-,JEEP,Cherokee,2015,Jeep,No,Petrol,2.4,168000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
11500,-,NISSAN,X-Trail,2005,Jeep,Yes,LPG,2,142000 km,4.0,Automatic,4x4,>5,Right-hand drive,Silver,0
15367,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,50366 km,4.0,Automatic,Front,04-May,Left wheel,White,4
18817,-,TOYOTA,Prius,2010,Sedan,Yes,LPG,1.8,145000 km,4.0,Automatic,Front,04-May,Left wheel,White,6
10976,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,91393 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
862,690,HONDA,FIT,2016,Jeep,Yes,Petrol,1.5,31869 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
5000,-,FORD,Transit,1990,Microbus,No,Diesel,2.5,10000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,0
66485,1076,HYUNDAI,Sonata,2020,Sedan,Yes,LPG,2,13460 km,4.0,Automatic,Front,04-May,Left wheel,White,4
470,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,118133 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
21012,-,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,55000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
17092,1017,HYUNDAI,Elantra SE,2017,Sedan,No,Petrol,2,33097 km,4.0,Automatic,Front,04-May,Left wheel,Red,8
26657,-,MINI,Countryman S,2013,Jeep,Yes,Petrol,1.6 Turbo,124800 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,6
20266,528,HYUNDAI,Elantra,2014,Sedan,Yes,Diesel,1.6,138598 km,4.0,Automatic,Front,04-May,Left wheel,White,4
15367,-,VOLKSWAGEN,Golf TDI,2012,Hatchback,No,Diesel,2.0 Turbo,130000 km,4.0,Manual,Front,02-Mar,Left wheel,White,10
4701,1282,KIA,Sportage,2007,Jeep,Yes,Diesel,2,58497 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
10976,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,0 km,4.0,Variator,Front,04-May,Right-hand drive,Orange,2
3000,-,BMW,520,1988,Sedan,No,Petrol,2,222222 km,6.0,Manual,Rear,04-May,Left wheel,Black,1
14583,-,RENAULT,Megane 1.9CDI,2008,Sedan,No,Diesel,1.9 Turbo,168974 km,4.0,Automatic,Front,04-May,Left wheel,Silver,10
25089,528,FORD,Fiesta,2014,Sedan,No,Petrol,1.6 Turbo,152000 km,4.0,Manual,Front,04-May,Left wheel,Black,6
21012,-,BMW,X5,2008,Jeep,Yes,Petrol,4.8,145000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12
3763,-,VOLKSWAGEN,Golf,1997,Hatchback,No,Petrol,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
18346,629,HYUNDAI,Elantra,2015,Sedan,Yes,LPG,1.6,31891 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
627,1304,BMW,X6,2013,Jeep,Yes,Petrol,4.4,118656 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
14426,831,FORD,Escape,2011,Jeep,Yes,Petrol,2.4,128000 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,8
23834,-,NISSAN,Silvia,1999,Coupe,Yes,Petrol,2.0 Turbo,0 km,4.0,Manual,Rear,02-Mar,Right-hand drive,White,2
32929,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,54865 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
50,-,TOYOTA,Aqua,2014,Sedan,Yes,Hybrid,1.5,10000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
11290,-,NISSAN,Teana,2011,Sedan,No,Petrol,2.5,110000 km,6.0,Variator,Front,04-May,Right-hand drive,White,6
22894,-,BMW,528 3.0,2009,Sedan,Yes,Petrol,3,170000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,10
6899,-,NISSAN,Note,2006,Hatchback,No,Petrol,1.5,120000 km,4.0,Variator,Front,04-May,Right-hand drive,Grey,4
25716,1935,LEXUS,LS 460,2016,Sedan,Yes,Petrol,4.6,45845 km,8.0,Automatic,Rear,04-May,Left wheel,Brown,12
12544,-,TOYOTA,RAV 4,2001,Jeep,Yes,Petrol,2,169000 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
17710,1185,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,194280 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
12858,-,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,176000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
21953,-,BMW,X5,2005,Jeep,Yes,Diesel,3.0 Turbo,248000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,6
20385,585,HONDA,Civic,2013,Sedan,No,CNG,1.8,120000 km,4.0,Automatic,Front,04-May,Left wheel,White,6
8467,-,SUZUKI,Escudo,1993,Jeep,No,Petrol,1.6,170000 km,4.0,Manual,4x4,04-May,Right-hand drive,Grey,2
21953,642,KIA,Optima,2012,Sedan,Yes,Petrol,2.0 Turbo,142400 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,11
19444,697,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,37000 km,4.0,Tiptronic,Front,04-May,Left wheel,Golden,10
22947,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,146526 km,4.0,Automatic,Front,04-May,Left wheel,White,4
18817,-,TOYOTA,Prius,2013,Sedan,No,Hybrid,1.8,130000 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
20005,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,36239 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
706,1194,TOYOTA,Tacoma,2013,Pickup,Yes,Petrol,4,141008 km,6.0,Automatic,Rear,04-May,Left wheel,Blue,0
2509,585,HYUNDAI,Elantra,2013,Hatchback,Yes,Petrol,1.8,279182 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
1098,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
470,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,32974 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
12544,831,HYUNDAI,Sonata,2011,Hatchback,No,Petrol,2.4,219200 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
22580,784,CHEVROLET,Malibu,2017,Sedan,No,Petrol,1.5 Turbo,96000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
8781,531,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,167405 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
7056,873,MITSUBISHI,Mirage,2014,Hatchback,No,Petrol,1,10000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
81539,1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
627,836,TOYOTA,Tacoma,2012,Sedan,Yes,Petrol,2.7,394069 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
15521,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,50510 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
12231,-,MITSUBISHI,Airtrek,2005,Jeep,No,LPG,2.4,144000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,16
7997,1537,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,251278 km,6.0,Automatic,4x4,04-May,Left wheel,Green,12
10192,1079,BMW,114,2018,Sedan,Yes,Petrol,2,38282 km,4.0,Automatic,4x4,04-May,Left wheel,White,12
6909,876,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.8,119484 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
15053,475,FIAT,500,2012,Coupe,Yes,Petrol,1.4,90000 km,4.0,Tiptronic,Front,04-May,Left wheel,Orange,6
39829,-,BMW,X6,2009,Jeep,Yes,Petrol,3.5 Turbo,152000 km,16.0,Tiptronic,4x4,04-May,Left wheel,Grey,16
11704,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,114540 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
251,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,259184 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
3450,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,135451 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
40340,971,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,146978 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
11604,-,AUDI,TT,2000,Coupe,Yes,Petrol,1.8 Turbo,175650 km,4.0,Manual,4x4,02-Mar,Left wheel,Silver,6
27889,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,151594 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
19130,1292,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,62938 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
17249,-,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,175000 km,4.0,Variator,Front,04-May,Left wheel,Red,8
8781,1719,MITSUBISHI,Minica,1996,Pickup,No,Petrol,0.7,60600 km,3.0,Manual,4x4,02-Mar,Right-hand drive,White,0
18817,-,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,24000 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,12
37633,-,MERCEDES-BENZ,Sprinter,2008,Microbus,No,Diesel,2.2 Turbo,234000 km,4.0,Manual,Rear,04-May,Left wheel,White,2
22894,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,94000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
28212,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,100959 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
19444,-,MERCEDES-BENZ,Sprinter,2001,Microbus,No,Diesel,2.2 Turbo,269962 km,4.0,Manual,Rear,02-Mar,Left wheel,White,4
157,919,BMW,X5,2012,Jeep,Yes,Diesel,3,296395 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
6272,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
17562,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,59000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
8938,1267,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,109000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,2
52373,-,TOYOTA,Land Cruiser 11,2007,Jeep,Yes,Petrol,4.7,174300 km,8.0,Tiptronic,4x4,04-May,Left wheel,Silver,4
7840,1236,HONDA,FIT,2011,Hatchback,No,Hybrid,1.3,112000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,8
18503,2148,MERCEDES-BENZ,CLS 550 550,2010,Sedan,Yes,Petrol,5.5,150121 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12
12701,1024,HYUNDAI,H1,2010,Jeep,Yes,Diesel,2.5,56765 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
11133,917,AUDI,A7,2013,Hatchback,Yes,Petrol,3,301707 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
14426,-,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,98000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,8
5645,-,MERCEDES-BENZ,C 220,1995,Sedan,No,Petrol,2.2,310000 km,4.0,Manual,Rear,04-May,Left wheel,Black,4
6899,-,SUZUKI,Aerio SX,2003,Hatchback,No,Petrol,2,192000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,2
17700,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,102780 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
75266,-,MERCEDES-BENZ,ML 550 4.7,2012,Jeep,Yes,Petrol,4.7 Turbo,167000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,10
41064,694,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.2,81000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,371964 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
8467,1249,SUBARU,Forester,2017,Jeep,Yes,Petrol,2.5,289714 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,0
90947,-,FORD,Ranger Wildtrak,2019,Pickup,Yes,Diesel,3.2 Turbo,11000 km,5.0,Automatic,4x4,04-May,Left wheel,Grey,8
2430,1053,TOYOTA,Camry,2014,Sedan,Yes,Petrol,3.5,209181 km,6.0,Automatic,Front,04-May,Left wheel,Red,12
17719,585,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,268800 km,4.0,Automatic,Front,04-May,Left wheel,Black,10
40889,784,HONDA,Civic,2017,Hatchback,Yes,Petrol,1.5,1461 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
9408,-,OPEL,Agila,2008,Hatchback,No,LPG,1.2,236000 km,4.0,Manual,Front,04-May,Left wheel,White,4
1490,1760,JEEP,Grand Cherokee,2017,Jeep,Yes,Petrol,3.6,44690 km,6.0,Automatic,Front,04-May,Left wheel,Brown,12
23207,1324,HYUNDAI,Genesis,2010,Sedan,Yes,Petrol,3.3,194404 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
4359,1286,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,57438 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
10976,-,MERCEDES-BENZ,S 320,2002,Sedan,Yes,Diesel,3.2,350000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,0
16913,697,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2.2,70304 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
18189,1185,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,42852 km,4.0,Automatic,Front,04-May,Left wheel,White,4
5488,686,CHEVROLET,Cruze,2010,Sedan,Yes,Petrol,1.6,58221 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
30891,697,HONDA,Civic,2015,Sedan,Yes,Petrol,1.8,100658 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
1098,1018,AUDI,A6,2011,Sedan,Yes,Petrol,3,0 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
25889,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,83667 km,4.0,Automatic,Front,04-May,Left wheel,White,4
9408,-,TOYOTA,Vitz,2005,Sedan,No,Petrol,1,137000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,4
9565,-,SUBARU,Forester,2005,Jeep,Yes,Petrol,2,230000 km,4.0,Automatic,4x4,04-May,Right-hand drive,White,6
29793,394,TOYOTA,Camry,2014,Sedan,No,Hybrid,2.5,174400 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12
12544,447,HONDA,Insight,2013,Hatchback,No,Hybrid,1.3,175930 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
44134,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,47897 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
4234,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,142786 km,4.0,Automatic,Front,04-May,Left wheel,White,12
21953,-,LAND ROVER,Land Rover Sport,2006,Jeep,Yes,Diesel,2.7,0 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16308,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,268872 km,4.0,Automatic,Front,04-May,Left wheel,White,4
5802,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,107125 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
5000,-,NISSAN,Skyline,2003,Sedan,No,Petrol,2.5,117000 km,6.0,Automatic,Rear,04-May,Right-hand drive,Silver,3
147397,-,JAGUAR,F-pace,2017,Jeep,No,Diesel,2,17060 km,1.0,Automatic,4x4,04-May,Left wheel,Grey,0
106627,-,PORSCHE,Panamera 4,2014,Sedan,Yes,Petrol,3.6,57000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,12
314,645,MITSUBISHI,Mirage,2017,Sedan,Yes,Petrol,1.2,49774 km,3.0,Automatic,Front,04-May,Left wheel,Grey,12
19757,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,83200 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12
18817,-,NISSAN,Patrol,1990,Jeep,No,Diesel,2.8 Turbo,333333 km,4.0,Manual,Rear,04-May,Left wheel,Black,0
8467,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,616691 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
706,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,133363 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
110,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,0 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
10349,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
10976,-,SUBARU,Legacy,2005,Sedan,No,Petrol,2,160000 km,4.0,Tiptronic,4x4,04-May,Right-hand drive,White,8
20883,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,171157 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16621,1058,TOYOTA,Camry,2012,Sedan,Yes,Petrol,3.5,132826 km,6.0,Tiptronic,Front,04-May,Left wheel,White,12
11604,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,275877 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
