"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 전입학생수","1학년 전출학생수","1학년 전체학생수","2학년 전입학생수","2학년 전출학생수","2학년 전체학생수","3학년 전입학생수","3학년 전출학생수","3학년 전체학생수","4학년 전입학생수","4학년 전출학생수","4학년 전체학생수","5학년 전입학생수","5학년 전출학생수","5학년 전체학생수","6학년 전입학생수","6학년 전출학생수","6학년 전체 학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001033","서울신곡초등학교","02","공립","N","","4","8","106","7","8","96","8","8","138","4","8","130","5","4","111","4","0","97","32","36","678"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001034","서울신남초등학교","02","공립","N","","2","2","159","5","7","143","18","5","128","13","7","128","8","3","102","6","3","83","52","27","743"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001035","서울신목초등학교","02","공립","N","","10","2","124","19","9","163","21","10","172","25","4","194","22","7","210","17","3","179","114","35","1042"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001036","서울신서초등학교","02","공립","N","","4","3","193","23","5","204","11","7","194","15","8","190","15","3","220","12","2","197","80","28","1198"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001037","서울신원초등학교","02","공립","N","","2","6","81","6","8","80","4","7","77","4","9","73","3","4","63","5","2","65","24","36","439"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001038","서울신월초등학교","02","공립","N","","7","7","106","4","10","110","8","6","105","7","7","113","6","9","100","4","6","80","36","45","614"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001039","서울신정초등학교","02","공립","N","","7","16","206","6","25","265","7","32","296","8","21","251","6","26","242","3","21","240","37","141","1500"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001040","서울양강초등학교","02","공립","N","","6","3","76","4","5","88","3","6","85","4","3","73","6","6","106","1","4","104","24","27","532"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001041","서울양동초등학교","02","공립","N","","2","4","54","4","5","55","1","6","60","4","7","76","2","3","61","6","1","57","19","26","363"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001042","서울양명초등학교","02","공립","N","","9","0","84","14","7","95","22","9","119","14","3","79","18","10","117","15","3","85","92","32","579"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001043","서울양목초등학교","02","공립","N","","1","8","114","3","9","122","6","12","124","3","17","129","6","11","136","5","10","125","24","67","750"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001044","서울양원초등학교","02","공립","N","","0","0","43","0","0","43","0","0","39","0","0","57","0","0","41","0","0","51","0","0","274"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001045","서울양천초등학교","02","공립","N","","3","5","52","1","11","47","3","4","79","3","3","77","1","4","64","0","2","63","11","29","382"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001046","서울양화초등학교","02","공립","N","","4","9","109","3","7","114","6","9","102","5","7","106","8","7","95","2","3","109","28","42","635"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001048","서울염동초등학교","02","공립","N","","10","4","168","8","10","150","9","8","180","11","11","152","3","11","190","2","6","148","43","50","988"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001049","서울염창초등학교","02","공립","N","","4","0","136","5","7","139","4","3","175","11","9","143","4","6","146","5","3","114","33","28","853"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001050","서울영도초등학교","02","공립","N","","13","9","160","12","5","189","22","12","220","18","4","196","23","9","229","15","4","226","103","43","1220"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001051","서울우장초등학교","02","공립","N","","3","7","139","8","14","158","2","14","146","10","16","152","3","11","131","1","4","155","27","66","881"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001052","서울월정초등학교","02","공립","N","","0","13","151","2","11","140","3","18","192","0","9","148","2","10","164","2","5","169","9","66","964"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001053","서울월촌초등학교","02","공립","N","","0","0","151","0","0","142","0","0","182","0","0","179","0","0","221","8","0","241","8","0","1116"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001054","서울은정초등학교","02","공립","N","","5","3","52","6","4","51","6","6","45","7","8","52","5","8","75","3","5","62","32","34","337"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001055","서울정곡초등학교","02","공립","N","","1","5","24","1","7","30","1","0","37","2","7","32","0","1","35","1","2","35","6","22","193"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001056","서울정목초등학교","02","공립","N","","4","5","138","8","6","147","19","8","170","13","9","173","13","8","209","14","9","214","71","45","1051"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010001057","서울지향초등학교","02","공립","N","","0","5","110","2","7","106","13","8","130","7","5","121","6","5","98","5","4","91","33","34","656"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001058","서울치현초등학교","02","공립","N","","0","2","80","1","4","94","2","7","102","4","4","117","0","5","113","5","3","92","12","25","598"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001059","서울탑산초등학교","02","공립","N","","1","9","90","4","7","73","1","9","67","1","8","89","0","10","61","0","5","83","7","48","463"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001060","서울화곡초등학교","02","공립","N","","4","16","154","2","18","126","7","14","149","9","19","160","9","9","155","2","8","159","33","84","903"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010001061","유석초등학교","02","사립","N","","4","4","60","4","1","60","4","7","60","3","5","54","1","3","54","1","0","46","17","20","334"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 금천구","S010001197","동광초등학교","02","사립","N","","3","3","91","6","6","90","7","8","84","5","7","51","1","6","48","0","7","46","22","37","410"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 금천구","S010001198","서울가산초등학교","02","공립","N","","0","6","52","3","8","56","1","5","38","2","5","41","0","4","38","1","3","51","7","31","276"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010001199","서울개명초등학교","02","공립","N","","1","6","58","2","6","62","1","7","58","1","8","53","0","8","52","2","2","47","7","37","330"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010001200","서울개봉초등학교","02","공립","N","","2","16","178","1","15","168","5","22","188","1","12","166","3","20","161","3","14","163","15","99","1024"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010001201","서울개웅초등학교","02","공립","N","","2","8","90","4","4","81","6","6","101","1","8","93","5","2","77","3","3","88","21","31","530"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010001202","서울고산초등학교","02","공립","N","","0","2","63","4","7","70","3","8","82","2","6","61","1","5","72","0","1","68","10","29","416"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010001203","서울고척초등학교","02","공립","N","","1","4","45","4","7","65","4","4","64","5","6","57","2","7","68","1","2","62","17","30","361"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010001204","서울구로남초등학교","02","공립","N","","2","5","73","6","11","78","3","7","108","3","11","86","1","10","86","0","4","79","15","48","510"
