model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 S-MAX,2016,19544,Automatic,18920,Petrol,260,35.8,2.0
 Fiesta,2013,6350,Manual,36289,Petrol,0,65.7,1.0
 Focus,2020,22000,Manual,50,Petrol,145,48.7,1.0
 Focus,2017,15995,Manual,19071,Diesel,145,67.3,2.0
 Fiesta,2018,12495,Manual,17672,Petrol,145,65.7,1.0
 Focus,2017,11800,Manual,13601,Petrol,20,60.1,1.0
 Fiesta,2019,14999,Manual,11576,Petrol,145,58.9,1.0
 EcoSport,2019,16699,Manual,1536,Petrol,145,51.4,1.0
 B-MAX,2014,5295,Semi-Auto,71000,Petrol,165,44.1,1.6
 Focus,2015,9000,Manual,29711,Diesel,20,67.3,1.6
 Fusion,2009,2890,Automatic,44000,Petrol,260,37.7,1.6
 Fiesta,2016,8599,Manual,5454,Petrol,0,65.7,1.0
 B-MAX,2015,9495,Manual,31777,Petrol,30,57.7,1.0
 Kuga,2016,15000,Semi-Auto,22841,Diesel,145,52.3,2.0
 Mondeo,2015,8295,Manual,80280,Diesel,20,68.9,2.0
 Focus,2015,11350,Manual,67588,Diesel,20,67.3,2.0
 Fiesta,2017,9998,Manual,19096,Petrol,145,65.7,1.0
 Fiesta,2018,10990,Manual,8700,Petrol,145,65.7,1.0
 Fiesta,2016,6870,Manual,67901,Petrol,125,54.3,1.2
 Fiesta,2017,10500,Manual,22420,Diesel,0,78.5,1.5
 Focus,2017,16995,Manual,23874,Diesel,145,67.3,2.0
 Fiesta,2019,15410,Manual,1710,Petrol,145,60.1,1.0
 Tourneo Connect,2017,12991,Manual,21310,Diesel,30,61.4,1.5
 KA,2014,3595,Manual,53332,Petrol,30,57.7,1.2
 Fiesta,2018,11499,Manual,27851,Petrol,145,62.8,1.0
 Fiesta,2017,10298,Manual,26234,Petrol,0,65.7,1.0
 Kuga,2017,18450,Semi-Auto,24277,Diesel,145,54.3,2.0
 Focus,2018,13295,Manual,18695,Petrol,145,58.9,1.0
 Ka+,2017,7278,Manual,23000,Petrol,150,57.7,1.2
 B-MAX,2016,7995,Automatic,25109,Petrol,160,44.1,1.6
 Focus,2017,11298,Manual,29492,Diesel,145,74.3,1.5
 Fiesta,2007,1400,Manual,63000,Petrol,145,47.1,1.2
 Fiesta,2015,5490,Manual,58000,Petrol,0,65.7,1.0
 Mondeo,2017,13491,Manual,24223,Diesel,145,64.2,2.0
 Galaxy,2018,20750,Manual,17003,Diesel,145,56.5,2.0
 Focus,2018,12990,Manual,10384,Petrol,145,57.7,1.0
 Edge,2017,20750,Semi-Auto,20045,Diesel,160,48.7,2.0
 Focus,2019,15888,Manual,2445,Petrol,150,58.9,1.0
 Focus,2018,14999,Manual,13861,Diesel,145,74.3,1.5
 Kuga,2018,16495,Manual,8000,Petrol,145,45.6,1.5
 Fiesta,2018,11900,Manual,29951,Petrol,145,65.7,1.0
 Focus,2018,14000,Semi-Auto,15983,Diesel,145,67.3,1.5
 Fiesta,2017,11287,Manual,12000,Diesel,145,88.3,1.5
 Focus,2017,12128,Manual,21399,Petrol,145,57.7,1.0
 Focus,2019,17520,Manual,2269,Petrol,145,60.1,1.0
 Edge,2016,19500,Automatic,28746,Diesel,160,48.7,2.0
 Fiesta,2018,12800,Manual,4103,Petrol,145,58.9,1.0
 B-MAX,2016,9189,Manual,12444,Diesel,0,74.4,1.5
 Fiesta,2019,13995,Manual,8318,Petrol,145,58.9,1.0
 Focus,2018,11500,Manual,23202,Petrol,145,60.1,1.0
 Focus,2016,16000,Manual,19834,Petrol,200,41.5,2.0
 Fiesta,2018,11250,Manual,11410,Petrol,145,65.7,1.0
 Kuga,2019,25000,Automatic,4901,Diesel,145,42.2,2.0
 Focus,2019,15390,Manual,6692,Petrol,145,60.1,1.0
 Fiesta,2018,11561,Manual,18803,Petrol,145,56.5,1.0
 Focus,2010,3495,Manual,100000,Diesel,30,62.8,1.6
 Fiesta,2017,8980,Manual,24000,Petrol,0,65.7,1.0
 Fiesta,2017,8995,Manual,16571,Petrol,125,54.3,1.2
 Fiesta,2017,9997,Manual,23143,Petrol,145,65.7,1.0
 Fiesta,2011,5195,Manual,66000,Petrol,150,47.9,1.6
 Focus,2016,8995,Manual,33744,Diesel,0,74.3,1.5
 Fiesta,2019,11495,Manual,3296,Petrol,150,55.4,1.1
 Focus,2017,15877,Manual,40454,Diesel,145,67.3,2.0
 Focus,2018,16991,Manual,7223,Petrol,145,60.1,1.0
 Fiesta,2017,9700,Manual,8500,Petrol,145,65.7,1.0
 Fiesta,2019,12500,Manual,1100,Petrol,145,58.9,1.0
 Focus,2020,27500,Automatic,5588,Petrol,150,39.2,1.5
 Fiesta,2018,12764,Manual,15900,Petrol,145,58.9,1.0
 S-MAX,2019,20510,Manual,8184,Diesel,145,56.5,2.0
 Mondeo,2019,19500,Manual,27,Diesel,145,65.7,2.0
 S-MAX,2017,18298,Semi-Auto,12232,Diesel,125,52.3,2.0
 Focus,2018,16495,Manual,15721,Petrol,145,60.1,1.0
 EcoSport,2016,7498,Manual,48010,Diesel,30,64.2,1.5
 Fiesta,2015,7489,Manual,51950,Petrol,20,62.8,1.0
 Puma,2020,22975,Manual,3000,Petrol,145,50.4,1.0
 Focus,2014,7676,Manual,35201,Petrol,30,56.5,1.0
 Ka+,2017,7440,Manual,5380,Petrol,145,57.7,1.2
 Edge,2019,30990,Automatic,15012,Diesel,145,37.2,2.0
 S-MAX,2018,20995,Manual,35805,Diesel,145,56.5,2.0
 Focus,2017,11499,Manual,11091,Petrol,145,60.1,1.0
 Fiesta,2016,10498,Semi-Auto,29590,Petrol,0,57.7,1.0
 Fiesta,2018,13350,Manual,7256,Petrol,150,65.7,1.0
 Ka+,2018,7797,Manual,13000,Petrol,145,57.7,1.2
 Fiesta,2016,8450,Manual,29303,Petrol,0,65.7,1.0
 Fiesta,2016,10250,Manual,12985,Petrol,0,65.7,1.0
 Fiesta,2018,11500,Manual,23239,Petrol,145,65.7,1.0
 Fiesta,2015,9750,Semi-Auto,12000,Petrol,145,47.9,1.6
 Focus,2020,20500,Automatic,1868,Petrol,150,40.9,1.5
 Grand C-MAX,2013,6597,Manual,35765,Diesel,125,60.1,1.6
 KA,2010,3995,Manual,33563,Petrol,30,55.4,1.2
 KA,2016,6500,Manual,13592,Petrol,30,57.7,1.2
 Focus,2018,16299,Manual,16628,Petrol,145,60.1,1.0
 Focus,2015,7991,Manual,57291,Diesel,0,74.3,1.5
 EcoSport,2017,9998,Manual,37560,Petrol,145,53.3,1.0
 Fiesta,2019,15000,Manual,7315,Petrol,150,55.4,1.0
 Fiesta,2019,14499,Manual,7800,Petrol,145,58.9,1.0
 S-MAX,2016,13750,Manual,35487,Diesel,125,56.5,2.0
 Fiesta,2018,11500,Manual,14310,Petrol,150,65.7,1.0
 Focus,2017,16980,Semi-Auto,25782,Diesel,145,61.4,2.0
 Fiesta,2016,9795,Manual,15000,Petrol,0,65.7,1.0
 Fiesta,2018,10595,Manual,20106,Petrol,145,65.7,1.0
 KA,2011,2650,Manual,30475,Petrol,30,57.7,1.2
 Fiesta,2014,8810,Semi-Auto,23858,Petrol,0,57.7,1.0
 Fiesta,2019,15200,Manual,6603,Petrol,150,58.9,1.0
 Focus,2010,4690,Manual,79000,Diesel,30,62.8,1.6
 S-MAX,2007,2400,Manual,144000,Diesel,240,44.1,2.0
 Focus,2017,11795,Manual,12260,Petrol,145,60.1,1.0
 Fiesta,2013,8698,Manual,9734,Petrol,0,65.7,1.0
 Fiesta,2017,9897,Manual,19201,Petrol,145,65.7,1.0
 Focus,2018,10950,Manual,20191,Petrol,145,61.4,1.0
 Focus,2017,11499,Manual,35763,Petrol,125,51.4,1.5
 Focus,2017,11000,Manual,27878,Diesel,0,74.3,1.5
 Fiesta,2017,10990,Manual,13432,Petrol,145,62.8,1.0
 Focus,2018,13220,Manual,13892,Diesel,145,74.3,1.5
 Fiesta,2018,11498,Manual,37001,Petrol,150,58.9,1.0
 Fiesta,2019,17515,Semi-Auto,3711,Petrol,145,48.7,1.0
 Focus,2019,14898,Manual,10868,Petrol,145,58.9,1.0
 Focus,2017,12498,Semi-Auto,12244,Petrol,125,51.4,1.0
 Kuga,2018,18491,Manual,28694,Diesel,150,39.2,2.0
 Focus,2017,12500,Manual,14673,Diesel,150,74.3,1.5
 Fiesta,2018,13499,Manual,13503,Petrol,145,58.9,1.0
 Fiesta,2016,10475,Automatic,16000,Petrol,145,47.9,1.6
 Focus,2017,16690,Manual,24692,Petrol,145,41.5,2.0
 Grand C-MAX,2016,9999,Manual,28772,Diesel,30,64.2,1.5
 Ka+,2018,8321,Manual,17980,Petrol,145,54.3,1.2
 Kuga,2018,16000,Manual,11681,Diesel,150,64.2,1.5
 Fiesta,2015,6982,Manual,35847,Petrol,0,65.7,1.0
 Grand C-MAX,2016,9351,Manual,59478,Petrol,30,54.3,1.0
 Fiesta,2017,11617,Semi-Auto,5009,Petrol,145,54.3,1.0
 Focus,2017,17295,Manual,21232,Petrol,145,41.5,2.0
 EcoSport,2019,17399,Automatic,246,Petrol,150,45.6,1.0
 Fiesta,2018,9911,Manual,17201,Petrol,150,65.7,1.0
 Kuga,2014,8991,Automatic,56101,Petrol,260,36.7,1.6
 EcoSport,2019,18999,Automatic,20,Petrol,150,45.6,1.0
 Fiesta,2016,9710,Manual,21314,Petrol,20,62.8,1.0
 Focus,2011,5495,Automatic,76317,Diesel,150,53.3,2.0
 Edge,2017,22000,Automatic,17515,Diesel,145,47.9,2.0
 Grand C-MAX,2016,9799,Automatic,28407,Diesel,30,58.9,1.5
 Fiesta,2018,10795,Manual,13535,Petrol,145,65.7,1.0
 C-MAX,2019,13498,Manual,23394,Petrol,145,48.7,1.0
 Fiesta,2018,11000,Manual,17311,Petrol,150,65.7,1.0
 Kuga,2018,13499,Manual,18838,Diesel,145,64.2,1.5
 Kuga,2018,17995,Manual,12660,Diesel,145,54.3,1.5
 Kuga,2019,14399,Manual,14539,Petrol,145,40.4,1.5
 Fiesta,2018,14000,Manual,3595,Petrol,145,58.9,1.0
 EcoSport,2018,12000,Manual,13955,Petrol,145,53.3,1.0
 Ka+,2017,6999,Manual,19867,Petrol,145,57.7,1.2
 Focus,2017,11800,Manual,16612,Diesel,0,74.3,1.5
 Kuga,2018,16998,Manual,3713,Diesel,145,54.3,1.5
 Fiesta,2016,8000,Manual,18455,Petrol,125,54.3,1.2
 Fiesta,2016,9950,Manual,21105,Diesel,0,78.5,1.5
 Kuga,2014,9498,Manual,59114,Diesel,200,47.9,2.0
 Focus,2018,13299,Manual,10000,Petrol,145,57.7,1.0
 Fiesta,2019,13100,Manual,11869,Petrol,145,58.9,1.0
 Ka+,2019,11299,Manual,2516,Petrol,145,43.5,1.2
 Kuga,2014,10500,Manual,22500,Diesel,145,53.3,2.0
 Focus,2019,16999,Manual,3211,Petrol,145,60.1,1.0
 Fiesta,2015,6989,Manual,48612,Petrol,0,65.7,1.0
 Ka+,2018,8430,Manual,8500,Petrol,150,47.9,1.2
 Focus,2018,14160,Manual,10109,Petrol,145,58.9,1.0
 Focus,2016,14998,Manual,9054,Diesel,20,67.3,2.0
 Fiesta,2017,7695,Manual,36440,Diesel,0,78.5,1.5
 EcoSport,2019,19000,Manual,4325,Petrol,145,52.3,1.0
 EcoSport,2018,12895,Manual,9281,Diesel,145,68.9,1.5
 Fiesta,2016,7998,Manual,22016,Petrol,125,54.3,1.2
 Fiesta,2019,13650,Manual,15983,Petrol,145,58.9,1.0
 Galaxy,2016,17000,Manual,30416,Diesel,125,56.5,2.0
 Focus,2017,17495,Manual,26587,Diesel,20,67.3,2.0
 Fiesta,2016,8999,Manual,17870,Petrol,20,62.8,1.0
 Fiesta,2017,10290,Semi-Auto,24032,Petrol,0,57.7,1.0
 Fiesta,2014,7500,Semi-Auto,34000,Petrol,0,57.7,1.0
 Fusion,2010,1795,Manual,83000,Petrol,200,43.5,1.4
 Kuga,2018,17550,Manual,16672,Diesel,145,64.2,1.5
 Focus,2017,16000,Manual,23708,Petrol,145,41.5,2.0
 EcoSport,2020,16690,Manual,151,Petrol,145,53.3,1.0
 EcoSport,2019,15489,Manual,5636,Diesel,145,68.9,1.5
 Mondeo,2018,17800,Automatic,20170,Petrol,145,44.8,1.5
 Focus,2019,17981,Manual,3892,Diesel,145,80.7,1.5
 Kuga,2017,15500,Semi-Auto,42200,Diesel,145,54.3,2.0
 B-MAX,2017,9490,Manual,9850,Petrol,145,56.5,1.0
 Fiesta,2018,12498,Semi-Auto,20735,Petrol,145,54.3,1.0
 Kuga,2017,14400,Manual,21503,Diesel,145,54.3,2.0
 Ka+,2018,10000,Manual,4610,Petrol,145,47.9,1.2
 Fiesta,2017,12000,Manual,7626,Petrol,20,62.8,1.0
 Fiesta,2018,9730,Manual,7305,Petrol,145,65.7,1.0
 Mondeo,2016,7499,Manual,85989,Diesel,0,78.5,1.5
 Focus,2018,12299,Manual,19850,Petrol,145,60.1,1.0
 Kuga,2018,17895,Automatic,18180,Petrol,150,38.2,1.5
 Fiesta,2017,10495,Manual,13389,Petrol,145,65.7,1.0
 S-MAX,2008,4695,Manual,72900,Diesel,200,45.6,2.0
 Focus,2016,13999,Manual,38532,Diesel,20,67.3,2.0
 Fiesta,2011,4150,Manual,73790,Petrol,125,50.4,1.2
 C-MAX,2017,10500,Manual,22742,Diesel,20,68.9,1.5
 Focus,2019,19160,Automatic,3418,Diesel,145,54.3,1.5
 Puma,2019,18990,Manual,2233,Petrol,145,51.4,1.0
 Focus,2017,11748,Manual,22638,Petrol,145,51.4,1.5
 Focus,2019,18900,Automatic,9022,Petrol,145,50.4,1.0
 Focus,2018,17945,Manual,8270,Petrol,145,41.5,2.0
 Grand C-MAX,2015,10499,Semi-Auto,26217,Diesel,125,56.5,2.0
 Fiesta,2018,10950,Manual,10307,Petrol,145,65.7,1.0
 Grand C-MAX,2018,13800,Manual,13768,Petrol,145,47.1,1.0
 Fiesta,2017,9479,Manual,32095,Petrol,145,65.7,1.0
 Kuga,2019,19990,Manual,14362,Diesel,145,38.2,2.0
 Fiesta,2017,9210,Manual,18256,Petrol,145,65.7,1.0
 Focus,2014,7849,Manual,35136,Diesel,20,67.3,1.6
 Fiesta,2019,16991,Semi-Auto,2890,Petrol,150,48.7,1.0
 EcoSport,2016,8998,Manual,30557,Petrol,125,53.3,1.0
 Fiesta,2016,9998,Manual,6820,Petrol,0,65.7,1.0
 Fiesta,2016,7995,Manual,27267,Petrol,125,54.3,1.2
 Fiesta,2013,7699,Manual,49549,Petrol,0,65.7,1.0
 Fiesta,2017,7295,Manual,15649,Petrol,125,54.3,1.2
 Fiesta,2018,10400,Manual,33247,Petrol,145,65.7,1.0
 Kuga,2018,15990,Manual,17105,Diesel,150,47.9,2.0
 Focus,2020,21499,Manual,807,Diesel,145,62.8,1.5
 Fiesta,2016,7397,Manual,28095,Petrol,125,54.3,1.2
 Kuga,2018,15998,Automatic,7063,Petrol,150,31.0,1.5
 Fiesta,2018,11200,Manual,7634,Petrol,145,65.7,1.0
 Grand C-MAX,2015,9499,Manual,29950,Diesel,30,64.2,1.5
 Fiesta,2018,8190,Manual,44653,Petrol,145,64.2,1.1
 Galaxy,2018,20495,Manual,32944,Diesel,150,56.5,2.0
 Kuga,2019,20690,Automatic,10563,Petrol,145,31.0,1.5
 Edge,2019,32900,Automatic,6429,Diesel,145,37.2,2.0
 EcoSport,2020,19499,Manual,1083,Petrol,145,52.3,1.0
 Fiesta,2017,10998,Manual,19140,Petrol,145,62.8,1.0
 Focus,2019,17700,Manual,4000,Petrol,145,58.9,1.0
 Fiesta,2013,6650,Manual,28620,Petrol,0,65.7,1.0
 Focus,2019,17410,Manual,1546,Petrol,145,60.1,1.0
 Fiesta,2016,7298,Manual,33524,Diesel,0,78.5,1.5
 Kuga,2017,14998,Manual,12644,Diesel,30,64.2,1.5
 Fiesta,2018,10300,Manual,9542,Petrol,145,65.7,1.0
 Fiesta,2017,8295,Manual,35119,Petrol,0,65.7,1.0
 Fiesta,2018,12900,Manual,3000,Petrol,145,60.1,1.0
 EcoSport,2018,12449,Manual,17342,Petrol,150,54.3,1.0
 Kuga,2018,16300,Manual,7500,Diesel,145,54.3,1.5
 Focus,2013,6190,Manual,52632,Petrol,20,58.9,1.0
 EcoSport,2018,13997,Manual,22084,Petrol,145,54.3,1.0
 Focus,2017,10491,Manual,23273,Diesel,145,74.3,1.5
 Fiesta,2016,7341,Manual,22502,Petrol,125,54.3,1.2
 EcoSport,2018,13995,Manual,12830,Petrol,145,54.3,1.0
 Kuga,2018,14750,Manual,22984,Diesel,145,64.2,1.5
 Fiesta,2017,14295,Manual,15699,Petrol,145,47.9,1.6
 Fiesta,2017,9000,Manual,23804,Petrol,145,65.7,1.0
 Kuga,2017,14997,Manual,15746,Diesel,145,64.2,1.5
 Fiesta,2017,9498,Manual,14301,Petrol,125,54.3,1.2
 Fiesta,2019,11898,Manual,3396,Petrol,150,48.7,1.1
 Edge,2017,21180,Manual,17200,Diesel,205,47.9,2.0
 Fiesta,2017,11698,Manual,10500,Petrol,0,65.7,1.0
 Fiesta,2017,9750,Manual,14083,Petrol,145,65.7,1.0
 Kuga,2018,17950,Manual,12000,Diesel,150,60.1,2.0
 Kuga,2017,12489,Manual,53628,Diesel,145,54.3,2.0
 Fiesta,2017,10500,Manual,29533,Petrol,20,62.8,1.0
 Focus,2018,11800,Manual,21831,Diesel,145,74.3,1.5
 Fiesta,2017,9299,Manual,20556,Petrol,145,65.7,1.0
 Focus,2018,13299,Manual,16257,Diesel,145,74.3,1.5
 EcoSport,2019,16799,Automatic,433,Petrol,150,45.6,1.0
 Focus,2017,18047,Manual,15309,Petrol,145,41.5,2.0
 Fiesta,2019,13399,Manual,9829,Diesel,150,58.9,1.5
 Mondeo,2016,12995,Manual,27000,Diesel,30,65.7,2.0
 Fiesta,2018,9760,Manual,8300,Petrol,150,65.7,1.0
 Mondeo,2010,2495,Manual,88642,Diesel,200,48.7,1.8
 Focus,2017,10800,Automatic,22965,Petrol,125,51.4,1.0
 Focus,2019,18999,Manual,8000,Petrol,145,49.6,1.0
 Fiesta,2019,14995,Manual,7166,Petrol,145,56.5,1.0
 Fiesta,2015,10299,Manual,8161,Petrol,0,65.7,1.0
 Fiesta,2015,7812,Manual,46995,Petrol,20,62.8,1.0
 Fiesta,2017,8699,Manual,25398,Petrol,145,64.2,1.1
 C-MAX,2008,2895,Manual,90000,Petrol,200,40.9,1.6
 Tourneo Custom,2016,15995,Manual,49913,Diesel,235,42.2,2.2
 B-MAX,2013,5995,Manual,43000,Petrol,30,55.4,1.0
 Focus,2017,10950,Manual,31079,Diesel,0,74.3,1.5
 EcoSport,2015,8450,Manual,41000,Petrol,125,53.3,1.0
 Fiesta,2015,7499,Manual,33034,Petrol,0,65.7,1.0
 Edge,2018,19790,Manual,18301,Diesel,145,48.7,2.0
 Fiesta,2018,10795,Manual,18086,Petrol,145,65.7,1.0
 Fiesta,2018,12500,Manual,33268,Petrol,145,65.7,1.0
 Focus,2018,13289,Manual,22058,Petrol,145,57.7,1.0
 Fiesta,2019,15999,Manual,2813,Petrol,145,58.9,1.0
 Focus,2018,15000,Manual,16495,Diesel,145,80.7,1.5
 Grand C-MAX,2011,7995,Automatic,28000,Diesel,205,48.7,2.0
 Kuga,2018,17995,Automatic,15393,Diesel,145,54.3,2.0
 C-MAX,2016,10560,Manual,38922,Diesel,20,68.9,1.5
 KA,2013,3999,Manual,60000,Petrol,30,57.7,1.2
 Fiesta,2019,14299,Manual,12024,Petrol,145,60.1,1.0
 S-MAX,2016,15880,Automatic,46200,Diesel,145,52.3,2.0
 Kuga,2017,12998,Manual,6318,Petrol,160,45.6,1.5
 Fiesta,2014,7521,Manual,47220,Petrol,0,65.7,1.0
 Fiesta,2015,8491,Manual,14757,Petrol,145,55.4,1.0
 Focus,2019,17700,Manual,1864,Petrol,145,60.1,1.0
 Fiesta,2019,13900,Manual,3254,Petrol,145,56.5,1.0
 Fiesta,2015,7160,Manual,43441,Diesel,0,88.3,1.5
 Fiesta,2017,7627,Manual,9895,Petrol,125,54.3,1.2
 Fiesta,2019,12299,Manual,4132,Petrol,145,48.7,1.1
 Fiesta,2014,6599,Manual,38217,Petrol,30,54.3,1.2
 Fiesta,2017,10350,Manual,18730,Petrol,145,65.7,1.0
 Fiesta,2019,11930,Manual,5469,Petrol,145,58.9,1.0
 Fiesta,2016,7950,Manual,16674,Petrol,125,54.3,1.2
 Fiesta,2018,13495,Manual,6019,Petrol,145,65.7,1.0
 Focus,2018,15395,Manual,9129,Petrol,145,60.1,1.0
 Tourneo Connect,2017,14000,Manual,21491,Diesel,145,64.2,1.5
 Kuga,2017,16795,Manual,17415,Diesel,125,60.1,2.0
 Fiesta,2019,12900,Manual,9030,Petrol,145,65.7,1.0
 Focus,2019,17480,Manual,3284,Petrol,145,60.1,1.0
 Fiesta,2018,10190,Manual,28842,Petrol,145,56.5,1.0
 Focus,2015,7990,Manual,28971,Petrol,20,60.1,1.0
 Kuga,2017,13711,Manual,21827,Diesel,125,60.1,2.0
 Focus,2019,15590,Manual,6484,Petrol,145,60.1,1.0
 Kuga,2018,18995,Manual,13890,Diesel,145,54.3,2.0
 Mondeo,2016,10550,Semi-Auto,70729,Diesel,125,58.9,2.0
 Grand C-MAX,2018,11999,Manual,21384,Petrol,145,54.3,1.0
 Fiesta,2018,11295,Manual,29923,Petrol,150,62.8,1.0
 Focus,2019,17195,Manual,9510,Petrol,145,60.1,1.0
 B-MAX,2014,7998,Semi-Auto,29044,Petrol,165,44.1,1.6
 Fiesta,2018,10991,Manual,10169,Petrol,150,65.7,1.0
 Kuga,2018,17290,Manual,18572,Diesel,145,64.2,1.5
 Fiesta,2017,10495,Automatic,13650,Petrol,145,57.7,1.0
 Fiesta,2009,3800,Manual,67253,Petrol,145,49.6,1.2
 Focus,2018,11998,Manual,20932,Diesel,145,74.3,1.5
 Fiesta,2018,9690,Manual,14961,Petrol,145,65.7,1.0
 Fiesta,2014,6000,Manual,39138,Petrol,30,54.3,1.2
 Focus,2016,14500,Automatic,3255,Petrol,145,46.3,1.5
 EcoSport,2015,7991,Manual,26000,Diesel,30,61.4,1.5
 Kuga,2017,16998,Manual,19170,Diesel,145,60.1,2.0
 Focus,2017,12289,Manual,14112,Petrol,145,60.1,1.0
 S-MAX,2016,15496,Manual,50000,Diesel,125,56.5,2.0
 Kuga,2017,15499,Automatic,17980,Petrol,235,38.2,1.5
 Focus,2017,15612,Manual,24421,Diesel,145,67.3,2.0
 Focus,2016,8995,Manual,12482,Petrol,20,61.4,1.0
 Fiesta,2017,9630,Manual,10877,Petrol,0,65.7,1.0
 Focus,2015,10699,Manual,21462,Petrol,125,51.4,1.5
 Kuga,2016,13000,Manual,46729,Diesel,125,60.1,2.0
 Fiesta,2018,8400,Manual,60025,Petrol,145,65.7,1.0
 Ka+,2018,8271,Manual,12997,Petrol,145,57.7,1.2
 Focus,2019,18999,Manual,3155,Petrol,145,60.1,1.0
 Focus,2017,11995,Manual,11500,Petrol,20,61.4,1.0
 Focus,2016,10696,Manual,13000,Petrol,20,60.1,1.0
 Fiesta,2013,7995,Automatic,27500,Petrol,145,47.9,1.6
 C-MAX,2015,9500,Manual,48885,Petrol,30,55.4,1.0
 Kuga,2015,13241,Manual,55362,Diesel,145,54.3,2.0
 Fiesta,2016,8298,Manual,22919,Petrol,0,65.7,1.0
 B-MAX,2014,6500,Manual,57200,Petrol,30,57.7,1.0
 Kuga,2017,15750,Manual,21878,Diesel,145,54.3,2.0
 Fiesta,2017,10950,Semi-Auto,19854,Petrol,145,47.9,1.6
 C-MAX,2018,14600,Manual,4628,Petrol,150,48.7,1.0
 Focus,2010,4799,Manual,41557,Petrol,200,42.8,1.6
 Kuga,2014,9500,Automatic,70000,Diesel,200,45.6,2.0
 C-MAX,2017,8998,Manual,46400,Diesel,20,68.9,1.5
 Focus,2016,9545,Automatic,33190,Diesel,20,67.3,1.5
 Mondeo,2018,14399,Automatic,26793,Diesel,145,45.6,2.0
 EcoSport,2016,8800,Manual,27692,Petrol,125,53.3,1.0
 Fiesta,2015,7691,Manual,34296,Petrol,0,65.7,1.0
 KA,2013,4490,Manual,51000,Petrol,30,57.7,1.2
 Kuga,2017,16498,Automatic,8175,Petrol,150,38.2,1.5
 Kuga,2017,14490,Manual,14210,Diesel,145,64.2,1.5
 Kuga,2017,14299,Manual,23397,Diesel,30,64.2,1.5
 Focus,2018,18499,Manual,30687,Petrol,145,41.5,2.0
 Kuga,2019,22000,Manual,11869,Diesel,145,37.7,2.0
 Kuga,2017,17990,Manual,26657,Diesel,150,54.3,2.0
 Ka+,2018,8000,Manual,4750,Petrol,145,57.7,1.2
 Puma,2019,21250,Manual,3844,Petrol,145,50.4,1.0
 B-MAX,2016,9350,Semi-Auto,13144,Petrol,160,44.1,1.6
 Fiesta,2019,16191,Manual,7942,Petrol,145,55.4,1.0
 Fiesta,2017,8798,Manual,13761,Petrol,125,54.3,1.2
 Fiesta,2015,8800,Manual,33529,Petrol,0,65.7,1.0
 Fiesta,2015,6959,Manual,26607,Petrol,125,54.3,1.2
 Kuga,2014,10497,Manual,43068,Diesel,145,53.3,2.0
 EcoSport,2019,18495,Automatic,8,Petrol,145,45.6,1.0
 Fiesta,2017,12000,Semi-Auto,3914,Petrol,145,47.9,1.6
 Fiesta,2015,10159,Manual,42391,Petrol,145,47.9,1.6
 Fiesta,2013,5799,Manual,45787,Petrol,30,54.3,1.2
 Focus,2017,11253,Manual,9793,Petrol,145,61.4,1.0
 Focus,2017,11000,Manual,14621,Diesel,0,74.3,1.5
 Fiesta,2016,7298,Manual,32688,Diesel,0,76.4,1.5
 Focus,2016,9500,Manual,46000,Diesel,0,74.3,1.5
 EcoSport,2018,14998,Manual,4189,Petrol,150,54.3,1.0
 Focus,2018,12591,Manual,32860,Diesel,145,74.3,1.5
 C-MAX,2015,6140,Manual,78329,Diesel,30,61.4,1.6
 Fiesta,2017,10395,Manual,17854,Petrol,150,65.7,1.0
 Fiesta,2014,6401,Manual,69000,Petrol,0,65.7,1.0
 Fiesta,2018,10491,Manual,24177,Petrol,145,65.7,1.0
 Focus,2018,12650,Manual,18442,Petrol,145,57.7,1.0
 Fiesta,2014,7298,Manual,30773,Petrol,30,54.3,1.2
 Fiesta,2018,12799,Manual,15526,Petrol,145,62.8,1.0
 Fiesta,2019,13000,Manual,11233,Petrol,145,60.1,1.0
 EcoSport,2018,14950,Manual,8480,Petrol,145,53.3,1.0
 Focus,2018,12089,Manual,28568,Diesel,145,74.3,1.5
 EcoSport,2018,14800,Manual,9060,Petrol,145,51.4,1.0
 EcoSport,2017,9390,Manual,40907,Petrol,150,52.3,1.0
 Focus,2017,14000,Automatic,5450,Petrol,125,51.4,1.0
 Kuga,2019,20900,Manual,3000,Petrol,150,35.3,1.5
 Kuga,2017,15995,Automatic,46210,Diesel,145,54.3,2.0
 Mondeo,2016,10499,Manual,47635,Diesel,0,78.5,1.5
 Fiesta,2018,11500,Manual,11000,Petrol,150,65.7,1.0
 Fiesta,2017,10490,Manual,20394,Petrol,145,65.7,1.0
 Fusion,2008,3199,Manual,55789,Petrol,260,37.2,1.6
 Fiesta,2018,11695,Manual,12487,Petrol,145,65.7,1.0
 Focus,2017,11490,Manual,63686,Diesel,20,70.6,2.0
 Kuga,2017,14998,Manual,37838,Diesel,145,64.2,1.5
 Kuga,2017,14795,Manual,25570,Diesel,150,60.1,2.0
 Focus,2017,11998,Manual,28497,Diesel,145,74.3,1.5
 Focus,2019,16500,Manual,5400,Petrol,150,58.9,1.0
 Focus,2013,6100,Manual,48659,Petrol,20,58.9,1.0
 B-MAX,2013,4960,Manual,73324,Diesel,20,68.9,1.5
